# BEAST v1.6.1, Build r3651
# Generated Thu Apr 21 17:38:40 NZST 2011 [seed=1303362947982]
state	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.treeLikelihood	CP2.treeLikelihood	CP3.treeLikelihood	skyline
1850000	-4440.757722845243	-67.94255374415094	-4372.815169101092	10.385876141531398	28.901381313885494	4.699858726753151	4.112546416924562	1.6711008343315754	2.679326384510811	3.0	4.0	9.0	3.0	1.0	7.134650783294608	0.6770629373301682	0.6253162185752712	1.6976208440945804	0.003494263674910325	-1232.2400406653103	-1192.2991596308689	-1948.275968804913	-51.28737722528197
1851000	-4428.615614868657	-67.21871917957691	-4361.39689568908	9.70833101077304	37.224999976306755	4.815867698301038	6.349798614994214	1.9318757292325708	0.5920245126101911	4.0	4.0	6.0	3.0	3.0	10.922734721546052	0.5908964353910936	0.5359061509417187	1.8731974136672072	0.004082964436693265	-1232.5072438808775	-1192.310349757725	-1936.5793020504784	-49.695393128959864
1852000	-4431.613722077426	-63.44945044646501	-4368.164271630962	9.070371016301824	22.066564458096725	14.1721018148166	5.4647376732685204	0.6777538207557462	1.4259027146560854	4.0	1.0	8.0	1.0	6.0	10.922734721546052	0.6379617410012859	0.5034678827022412	1.8585703762964925	0.004460693670300286	-1235.9578611234363	-1195.612838548644	-1936.593571958882	-45.893019542566066
1853000	-4431.344953605703	-62.14404946768285	-4369.200904138021	9.611533779328024	69.85490843899646	3.6432248196730974	4.886285967122983	1.832274220326478	1.3344152026221265	1.0	5.0	5.0	2.0	7.0	8.337705890571796	0.6359056855385667	0.5034678827022412	1.8606264317592116	0.0041486122678866056	-1236.6740879944475	-1191.5574762115637	-1940.9693399320095	-44.00488700866224
1854000	-4433.234149988768	-63.239929599483	-4369.994220389285	8.983816154056054	39.59445048105354	9.419687482432051	4.922046557903177	3.5711935327260864	0.8373078034100155	3.0	5.0	4.0	1.0	7.0	7.900362215660513	0.6765778307703486	0.541416121131359	1.782006048098312	0.004659893705986919	-1235.5523654626986	-1192.046896426971	-1942.394958499615	-45.479436733677026
1855000	-4434.561814576154	-65.67180539331834	-4368.8900091828355	9.029118166420567	18.423103838647666	5.656419186497979	4.053607358443082	4.966607454715629	0.9269151276534623	4.0	2.0	8.0	1.0	5.0	7.3549783024269875	0.5682493356456034	0.5023307174210845	1.9294199469333317	0.004239712312857664	-1233.7768959291066	-1194.447837379881	-1940.665275873848	-49.2194233193402
1856000	-4427.852870328398	-65.18747680346965	-4362.665393524929	9.42346328519309	13.90188762675669	6.472929303773386	2.4842604817936063	1.4385405761706591	0.8312134090739528	4.0	5.0	6.0	3.0	2.0	7.3549783024269875	0.5833748533113553	0.5591585566135676	1.8574665900750966	0.00416117668461828	-1233.1714980573963	-1191.4575499652437	-1938.0363455022891	-51.32140030161714
1857000	-4431.49415014192	-63.55004462002795	-4367.944105521892	8.792059096579017	26.102787103012115	8.015999282576457	3.4540789309439623	2.0142641477151573	0.4254679503960776	4.0	7.0	3.0	5.0	1.0	7.3549783024269875	0.48772072009034323	0.6170560857903157	1.8952231941193605	0.0043348133529551545	-1232.3837331074405	-1188.4642824097778	-1947.0960900046734	-48.01782891201092
1858000	-4428.624673504269	-65.45690089076305	-4363.167772613506	9.557572584103768	28.617563577072083	16.314992138616944	1.725962480893213	0.5071618657622519	0.3454512005850017	1.0	12.0	3.0	3.0	1.0	7.3549783024269875	0.5970057711906038	0.5758418971281594	1.8271523316812561	0.0041912507910146606	-1232.256400248436	-1190.9616001713907	-1939.949772193679	-50.98452459906756
1859000	-4434.7606802639175	-65.51202145605795	-4369.248658807859	9.231398895629013	23.849248542429166	5.751933919488656	4.40192681899799	0.5531234068282593	0.15951463992237117	2.0	9.0	3.0	3.0	3.0	11.510778531245633	0.6013626083665755	0.6292681559642315	1.7693692356692126	0.004441804409788506	-1235.7667732599193	-1194.9118681953776	-1938.5700173525622	-50.85664624236483
1860000	-4439.660890847422	-70.55562119107762	-4369.105269656344	10.443390506718728	22.12823682094316	7.153686685586619	6.080964555603682	1.6071699041380048	2.502254552574337	5.0	6.0	3.0	3.0	3.0	11.510778531245633	0.6018335007744634	0.4767847320434287	1.9213817671821274	0.00436341156101815	-1230.480859980075	-1193.685039930714	-1944.9393697455546	-52.868141614638596
1861000	-4433.111271894187	-62.6493406407796	-4370.461931253407	9.652248355105783	20.105948993535275	2.984040452967773	2.3816533138246605	2.241243996530685	1.7107244623041014	4.0	5.0	3.0	5.0	3.0	8.104741068097674	0.7566645183957256	0.4649543710001147	1.7783811106041796	0.004391424799805885	-1237.1732195352322	-1193.062983670959	-1940.2257280472159	-47.61188716745099
1862000	-4427.671664416621	-64.62896889673361	-4363.042695519887	10.15222140322365	23.797000404656846	3.6555972664204357	3.20264772282601	2.1063139676091556	1.6410377986517497	4.0	5.0	2.0	2.0	7.0	8.104741068097674	0.5998141550031094	0.5247288130886686	1.875457031908242	0.00397205738417987	-1230.8976004616522	-1192.038838221995	-1940.1062568362402	-49.00174603521683
1863000	-4433.315026243063	-69.54097391081248	-4363.77405233225	10.005337239076422	85.62568398325612	7.22632281087987	3.9458823381298984	1.8842360406668441	1.3160569222786107	4.0	7.0	2.0	1.0	6.0	8.104741068097674	0.5806669718371692	0.5448247499374527	1.8745082782253983	0.00396043951707816	-1227.4761625795988	-1193.7389507432056	-1942.558939009446	-51.23423088874251
1864000	-4436.119609963807	-69.42070703605467	-4366.698902927753	10.5600999791319	19.924921877385042	4.047061602344213	2.0521405232594323	3.2025154470311388	1.0265305615890084	7.0	7.0	1.0	2.0	3.0	9.298182928160207	0.5961773085867058	0.5452547529610172	1.8585679384522973	0.0036353484050816688	-1229.9685355008926	-1191.9618577711565	-1944.7685096557036	-53.708769930578825
1865000	-4434.657269892562	-66.88255595259862	-4367.7747139399635	9.265493152060222	21.15102474977678	10.907467193270403	2.3725523802825523	3.047369073102091	0.6895837471052513	2.0	9.0	1.0	4.0	4.0	9.298182928160207	0.6934676838887178	0.5503447789331957	1.7561875371781066	0.004522795386952651	-1234.6565419013243	-1191.7998879421489	-1941.3182840964905	-50.31167452564829
1866000	-4434.806765224353	-60.901094507316	-4373.905670717037	8.76515979837189	39.6725997218265	7.420719260289463	1.8938623397416117	1.2786509988298786	0.8547598138638252	1.0	11.0	2.0	1.0	5.0	9.665432302128954	0.7467841148602518	0.4705308835113691	1.7826850016283993	0.004682609472029995	-1236.9472211458303	-1194.276537051535	-1942.6819125196719	-44.939577709470804
1867000	-4436.956983618901	-62.70486675885107	-4374.25211686005	10.78579906361303	68.50620003118435	5.972637635629698	2.965522809599758	0.7227672218740403	1.1980954255802296	1.0	12.0	1.0	1.0	5.0	9.665432302128954	0.8210799283144985	0.48986484394032526	1.6890552277451962	0.003927024427848536	-1237.189150959921	-1194.4426290729211	-1942.620336827207	-45.29077569306882
1868000	-4431.3630010735515	-61.62179928637606	-4369.741201787176	9.116912156415605	83.71285802483469	10.044336555231023	2.2052911253115237	0.6297779017028575	0.5402940399258926	1.0	11.0	1.0	1.0	6.0	9.425925355564182	0.6820890151850136	0.5856289588087271	1.732282026006279	0.004345854877778407	-1234.6940237617941	-1194.5772674059972	-1940.4699106193839	-44.76817374590485
1869000	-4431.7128776714035	-65.12149173977151	-4366.5913859316315	10.263763708831606	124.46437867196563	5.5238824083477045	1.4424777584393262	0.6944095562840493	0.7237339880344704	2.0	9.0	2.0	3.0	4.0	9.091547936926029	0.5772771627833695	0.6691066340261603	1.7536162031904898	0.0038502424902212133	-1232.7127407498513	-1191.5642115357875	-1942.3144336459927	-48.11767125803663
1870000	-4431.787825232279	-60.465341847223286	-4371.322483385055	9.755880441375222	35.79316460175504	5.110320182330666	2.0217908408443566	0.955947911491242	1.0456955412589637	3.0	9.0	1.0	5.0	2.0	9.091547936926029	0.5377085168149263	0.5522212871199665	1.9100701960651267	0.003882264879379673	-1236.4893499337195	-1192.1879687450223	-1942.6451647063134	-45.098640072136945
1871000	-4433.108708438465	-66.45689714484097	-4366.651811293625	10.492234185201506	69.54416386433336	3.3661386402039146	2.040455145904892	1.5701781049663257	1.7906590220769552	4.0	8.0	1.0	1.0	6.0	9.091547936926029	0.7675635147715618	0.5162046371682044	1.7162318480602534	0.0037977095906544535	-1235.871749202364	-1196.0922656412533	-1934.6877964500077	-49.2144442884949
1872000	-4431.909130361087	-65.0970828274318	-4366.812047533655	10.028178944142068	25.820093274703744	7.330435907512117	4.618260311688565	0.4111190804325882	0.5028448418099793	2.0	6.0	6.0	3.0	3.0	7.7389510697281825	0.5184780152165565	0.5288358502575358	1.9526861345259272	0.003949109047502413	-1234.9912644938493	-1194.5817621700803	-1937.2390208697252	-50.196903849703055
1873000	-4432.540894642757	-63.77030529618844	-4368.770589346568	11.0663363851246	24.750566412781403	3.606438078486077	2.8874672541343465	1.379067381012022	0.8961790479209144	5.0	7.0	2.0	2.0	4.0	7.7389510697281825	0.512380715328735	0.530783613510894	1.956835671160391	0.0034336852605430885	-1232.3502654231665	-1193.6796814790487	-1942.7406424443525	-49.07565466018367
1874000	-4437.080115824552	-70.99619189133256	-4366.08392393322	10.198333978931634	22.420495108823786	27.97801994278321	13.922045335492005	3.230403087029013	0.9692131024898902	4.0	1.0	5.0	6.0	4.0	7.7389510697281825	0.512380715328735	0.6072486364898362	1.8803706481814488	0.0038244915233273118	-1229.5418834963627	-1191.8753901096404	-1944.6666503272172	-51.82255048127165
1875000	-4433.393293567822	-70.31393229030581	-4363.079361277516	10.185850192375142	37.063124866757	10.586786068997277	4.3285343998306205	1.9980424369106602	6.5775990287138235	4.0	1.0	4.0	10.0	1.0	11.04646579965665	0.6060018217986709	0.581299567348325	1.8126986108530239	0.004305790358722121	-1234.9598900703659	-1191.590192946366	-1936.5292782607837	-49.95027496010723
1876000	-4445.570010200017	-72.66084323245275	-4372.9091669675645	10.430666673007105	89.95034537371122	10.963669221861203	4.926506307029282	1.5509206729249467	0.8570882351378466	3.0	4.0	3.0	8.0	2.0	11.04646579965665	0.6642899071523679	0.5627108958208807	1.7729991970267711	0.0037233893611802425	-1234.324437601299	-1192.2208189412709	-1946.3639104249944	-53.62229924266461
1877000	-4442.9315732233035	-75.17064634640833	-4367.760926876896	11.34423885441908	23.528131132365914	24.285084159995012	13.119251169594543	2.0206914647728285	4.7707543509538874	3.0	3.0	5.0	8.0	1.0	7.427084503143295	0.6611711945317699	0.522171472723041	1.816657332745209	0.003301131210218538	-1234.285856919467	-1193.8436874385416	-1939.6313825188877	-54.82899367215387
1878000	-4453.629716378714	-81.958951953741	-4371.670764424973	12.378821709050168	89.71767432495031	28.183605033391196	9.292103265861481	6.622757891100936	12.142934443765942	1.0	1.0	8.0	9.0	1.0	7.960608929323732	0.5131280236280876	0.6509906322477066	1.8358813441242257	0.003021948157339672	-1234.0656980654826	-1196.079294880722	-1941.5257714787685	-58.73107023694281
1879000	-4434.676446007328	-69.40753290838236	-4365.268913098946	9.785444127764187	62.80705804009589	24.593283739812417	1.0790758505221456	1.786693917288491	5.298507301463781	2.0	1.0	3.0	12.0	2.0	7.960608929323732	0.6073644598655037	0.6040652193345549	1.7885703207999615	0.0037038378587815704	-1232.4771349141283	-1193.9470015983272	-1938.84477658649	-48.62565934858745
1880000	-4438.052964189541	-73.2913224823935	-4364.761641707148	9.87723463407962	14.783335098240645	22.676185785264547	7.114220492657768	3.2222642496469107	10.69984692256754	3.0	2.0	5.0	9.0	1.0	7.960608929323732	0.5088006710680865	0.5692236103014959	1.9219757186304378	0.0039133019060945936	-1235.9637190248704	-1191.781224328474	-1937.0166983538033	-52.44361419857732
1881000	-4433.535697778592	-72.07521086845921	-4361.460486910133	11.07239008938986	66.19409332557443	15.788203781656886	7.004218676769715	3.6812323770362916	1.5309762733084666	1.0	2.0	8.0	5.0	4.0	8.229260942149331	0.5554216515323263	0.5086604167636442	1.9359179317040498	0.003085134669011944	-1233.7864283544172	-1192.843306470031	-1934.8307520856847	-52.41497927497384
1882000	-4445.459051805566	-78.010800478662	-4367.448251326904	12.139267553446361	19.50800103121006	13.078100892376955	7.895275900223081	4.5776386629580115	2.5893977180496948	3.0	7.0	3.0	1.0	6.0	8.229260942149331	0.5373634305856055	0.568256918540705	1.8943796508737094	0.0032078535246866944	-1236.3007600337125	-1192.6544318729614	-1938.4930594202299	-59.84879293692282
1883000	-4441.438785583017	-73.44628782648952	-4367.992497756528	12.176956990597667	48.1292878858906	13.595268645899601	10.530042248080951	4.899549177010601	2.166594177280852	2.0	6.0	3.0	1.0	8.0	8.229260942149331	0.6998524489571855	0.5440966549257488	1.7560508961170858	0.003500615592335701	-1238.275403291981	-1194.7869242896063	-1934.9301701749403	-53.53848689421987
1884000	-4441.0711290063755	-76.12956658653397	-4364.941562419842	11.125181395664729	65.80329178226451	12.12861847143094	15.920407021024696	5.6459286016282055	0.8920789408840074	1.0	9.0	1.0	2.0	7.0	8.229260942149331	0.6089417669434569	0.6664251496399651	1.724633083416598	0.003358337111573619	-1231.8500710778724	-1194.4615934011506	-1938.629897940819	-55.11012078045111
1885000	-4436.174426630209	-72.88034304231051	-4363.294083587899	11.149268417091413	34.09025405479157	27.354668109827024	10.801385081222008	4.340750093910082	0.8989056454629368	2.0	2.0	7.0	3.0	6.0	8.229260942149331	0.6330017360159195	0.6864730110223463	1.6805252529617543	0.0033278427659357078	-1232.7350468731174	-1194.2116616550495	-1936.347375059732	-53.217057325192826
1886000	-4432.058364140105	-68.66458211097908	-4363.393782029127	10.215031889367188	27.01830737005005	9.898376813730911	6.688133651500185	2.6223525728764545	0.9462791085547474	4.0	2.0	6.0	1.0	7.0	9.024583145465076	0.6808424034255249	0.48797545281139315	1.831182143763102	0.0036068119293009905	-1235.3521040388678	-1188.6316770566125	-1939.4100009336466	-51.31699794362287
1887000	-4440.575503233442	-71.0313242885497	-4369.544178944892	9.863793285767542	71.55794607690518	11.088952037696544	3.833235698245468	1.5001439002588273	0.9644375874831671	2.0	6.0	4.0	2.0	6.0	9.024583145465076	0.5972150396649719	0.622508562177964	1.7802763981570842	0.003283491576090368	-1234.5626405408577	-1186.8725709700338	-1948.1089674340014	-52.9973979552251
1888000	-4433.387736380865	-71.0872483084854	-4362.30048807238	10.954911725511687	32.97607877881791	18.347966721726483	3.4311710867712377	3.2384481966104888	1.5538796850536365	3.0	3.0	3.0	2.0	9.0	9.024583145465076	0.5994524436509024	0.6110128324819204	1.789534723867197	0.003365431268543848	-1235.5198438563536	-1193.5054608118505	-1933.2751834041762	-52.80830915741905
1889000	-4434.168584593542	-70.03387094794002	-4364.134713645602	9.898536702910507	54.84134088873184	14.030224398621872	10.213131132973297	4.807167134969006	1.4108225719028415	3.0	2.0	2.0	7.0	6.0	9.024583145465076	0.6294212359229668	0.498815751167295	1.8717630129097582	0.003789819509005707	-1235.1903337598426	-1194.7506498470193	-1934.19373003874	-49.93924952537886
1890000	-4440.344345787184	-74.39893168965294	-4365.94541409753	10.788603032561724	55.1670359784508	16.728422819248937	7.693214516582087	3.197414274144929	0.7624401932560965	2.0	4.0	6.0	4.0	4.0	9.024583145465076	0.5611924825976693	0.581352554953642	1.8574549624487087	0.0029641467770584197	-1231.2952923406701	-1189.6926086853507	-1944.9575130715089	-55.13842118575306
1891000	-4442.955459746405	-82.42487674385805	-4360.530583002546	11.832580855691994	96.65503006271504	12.722751828483306	9.39277658040533	4.1639009079465295	1.2248902929745744	3.0	2.0	12.0	2.0	1.0	11.031463731181006	0.6228773802402068	0.5959310848008332	1.78119153495898	0.0030262909408862227	-1232.0696425577416	-1191.902865581412	-1936.5580748633927	-61.294713499326775
1892000	-4441.3292901063305	-75.24867215472557	-4366.080617951605	10.713858428075948	106.55531984743389	22.305929877539143	5.6831973739049335	1.2247129379291937	3.420153364641102	1.0	2.0	11.0	3.0	3.0	11.031463731181006	0.7916770467416571	0.5323660451840235	1.6759569080743393	0.0033484103494033223	-1235.9479137507305	-1193.1203326932823	-1937.012371507592	-53.22332911674297
1893000	-4440.497371397918	-74.10025714830061	-4366.3971142496175	11.559978167102283	57.61897075303734	14.207082949134357	6.548539371982249	1.364937122305435	5.450793927919846	1.0	6.0	8.0	4.0	1.0	11.031463731181006	0.49399831470605315	0.5623211881798799	1.9436804971140869	0.00299359748687724	-1237.3313698368906	-1194.2562656511107	-1934.8094787616167	-52.068377445140676
1894000	-4439.0728266626675	-73.69707505996207	-4365.375751602705	10.576282612440467	102.1518944828443	7.410730666272135	3.5279483836964824	1.943079727561867	2.696332180547012	1.0	4.0	10.0	3.0	2.0	11.031463731181006	0.6573138624739502	0.5996306755917777	1.7430554619342915	0.003115923635636737	-1233.4321090007095	-1192.7684231686019	-1939.1752194333935	-53.85849409539595
1895000	-4441.300917215633	-75.49297434317685	-4365.807942872456	11.553949134893339	58.983001295357376	45.0108691374769	3.223438014176691	0.6051760901361254	0.8770251476885998	5.0	1.0	9.0	4.0	1.0	11.031463731181006	0.5887286695946801	0.6100833251274208	1.8011880052779186	0.0028783004281697656	-1235.7560903586088	-1194.539832588871	-1935.5120199249764	-56.22097233251295
1896000	-4452.733577657933	-77.89582812790258	-4374.83774953003	12.113096983626182	63.14423732406641	21.155364601914872	3.623704200691286	0.692698436740806	0.612808167374972	2.0	5.0	9.0	2.0	2.0	11.031463731181006	0.6787032497854121	0.5808794587185758	1.7404172914960316	0.0027633112548309004	-1234.1583683650044	-1192.9344399100746	-1947.7449412549515	-59.87989996452605
1897000	-4449.453375155077	-77.87589298509513	-4371.5774821699815	10.862331192491755	109.86715045949182	11.318820019678864	4.378262583676984	6.311755359695507	2.5328716653168657	1.0	8.0	2.0	4.0	5.0	6.662526393444488	0.6867559911448664	0.576732943875528	1.7365110649796252	0.002848231560997746	-1234.5790411637647	-1191.1744532557284	-1945.8239877504886	-57.10330685553922
1898000	-4439.9652206001165	-75.30071446999813	-4364.664506130119	12.344460635126111	68.2938249645211	6.704728520319787	8.335844092588305	2.7736186888146195	0.8983908320462944	2.0	4.0	5.0	7.0	2.0	6.662526393444488	0.7072973429406264	0.6214227553817976	1.6712799016775959	0.003022689181903629	-1236.3471344998381	-1194.6201057580863	-1933.6972658721947	-56.51568426561192
1899000	-4445.621993357468	-76.97465550859842	-4368.64733784887	12.23745121752943	285.4638791687547	11.657265299994782	13.393352320897579	1.3585796550936844	1.9091971906861378	1.0	3.0	9.0	5.0	2.0	6.662526393444488	0.6969560499619274	0.513130143414915	1.7899138066231775	0.002658955643433046	-1234.2133109966999	-1194.6925933490131	-1939.7414335031576	-54.3170389166574
1900000	-4456.343187757706	-83.68848093672021	-4372.654706820986	14.226451083911632	499.2499287808441	15.66706309481067	10.45759379587773	1.2377336911963168	2.1600215943134495	2.0	1.0	9.0	7.0	1.0	6.662526393444488	0.7132517066793965	0.6634171758010634	1.6233311175195597	0.0025849446701531453	-1231.7407006267092	-1196.8964071386747	-1944.0175990556017	-60.09195804215448
1901000	-4454.786130103047	-81.21605958768411	-4373.570070515363	12.940058825230272	85.51532536308925	27.304581806788743	14.876939277271905	4.235210241774813	1.0200861369208993	1.0	1.0	12.0	2.0	4.0	7.977494795244781	0.6717375086132396	0.5885507065939646	1.7397117847928156	0.002638182839240212	-1233.8439040762046	-1188.530298436372	-1951.1958680027863	-59.88905628098696
1902000	-4436.916802666431	-70.00088402765057	-4366.915918638781	12.113547877010133	61.63260318845843	3.177035323047155	3.072689679442205	2.7672722411015336	2.3250803222762193	3.0	1.0	8.0	5.0	3.0	7.977494795244781	0.6547333624403943	0.5676939365664219	1.7775727009932034	0.0029967233944489325	-1235.752062508704	-1193.5627876157257	-1937.6010685143515	-52.11299980876426
1903000	-4447.6141505880605	-77.72942292015239	-4369.884727667908	13.26745986463248	30.002219765034674	12.131483763600185	8.5735326446497	4.54151730552685	2.236744081537021	3.0	5.0	2.0	4.0	6.0	7.977494795244781	0.5649321894132799	0.6420300863009835	1.7930377242857558	0.0029415505267396023	-1231.9698537284492	-1195.2202808816319	-1942.6945930578265	-59.04621575931805
1904000	-4442.4923129920635	-74.4528282861778	-4368.039484705886	11.40905606655793	36.63907388906954	14.347163335658426	1.3186743562922951	3.4001995169201935	3.320835761458398	3.0	8.0	1.0	4.0	4.0	7.977494795244781	0.5173856579933311	0.5894803258517709	1.8931340161549177	0.0032372711984461604	-1232.026640308182	-1190.2380318591706	-1945.774812538533	-55.45830934650619
1905000	-4427.94415250368	-65.74847630002132	-4362.195676203659	11.478836704041374	46.58932343740797	4.06251069350979	1.0490837446562806	0.8798286588209046	1.3603715222438084	4.0	9.0	2.0	2.0	3.0	7.307698966741494	0.7333615812003274	0.5203407547910017	1.746297664008691	0.0033831373727074908	-1234.0162169663336	-1192.1921512209728	-1935.987308016352	-50.569803976690096
1906000	-4437.900612699132	-65.96056592838673	-4371.940046770745	10.777405932482715	39.10620229285899	4.5652372926748175	4.188138093331077	1.1285706678391265	0.9778369287486102	3.0	8.0	3.0	2.0	4.0	7.307698966741494	0.6130358675482568	0.6503452933653535	1.7366188390864097	0.0037242826203203135	-1233.95242477306	-1192.6374320979799	-1945.3501898997047	-49.9423172425643
1907000	-4435.2324957888895	-66.44658925630175	-4368.785906532587	10.461402718537904	48.23289237795492	3.5360033729388527	3.4131032787752584	1.6559267495132772	0.7893840340041473	4.0	5.0	7.0	2.0	2.0	7.307698966741494	0.8577320397589928	0.5709775502353196	1.5712904100057075	0.0034487044727629485	-1236.6057597115064	-1191.705231268249	-1940.474915552832	-50.25513902803118
1908000	-4440.794466476447	-72.49672720251499	-4368.297739273932	10.803769320306413	79.13119461454203	42.16150625819726	5.674194744525664	0.9954180781355845	1.7342891096776256	3.0	2.0	8.0	5.0	2.0	7.307698966741494	0.7273972567935476	0.5773775168573757	1.6952252263490963	0.0033946707306513014	-1230.9313729611936	-1194.799158770722	-1942.5672075420161	-52.2526165669468
1909000	-4434.74065544025	-66.68239130197229	-4368.058264138277	11.000483293608685	22.38121013404705	5.258907422817337	1.4604672992687222	0.719035038097688	1.398811594400446	4.0	7.0	5.0	1.0	3.0	7.307698966741494	0.5160405067821521	0.5411108796259338	1.9428486135919336	0.0034325938561314473	-1237.6296762007453	-1192.9136422973547	-1937.514945640177	-52.36273309514248
1910000	-4428.912613558845	-63.52806751975728	-4365.384546039088	9.063172794367857	41.26412758995472	4.59308770779214	0.7264708709349853	0.6876284746080787	0.6705483724784485	4.0	9.0	4.0	2.0	1.0	11.098771782227002	0.637468340685484	0.5617698096857163	1.8007618496288196	0.004234017815145054	-1235.0549121144086	-1192.4332225008454	-1937.896411423833	-48.884167078110536
1911000	-4437.6691655641835	-67.46830749898885	-4370.200858065195	9.510839116053463	16.872592231648916	6.84850040276151	5.995531752606949	1.419072180531705	0.7283633597382005	5.0	1.0	8.0	2.0	4.0	11.098771782227002	0.5595931440956344	0.5785174376599701	1.8618894182444152	0.0036074963649987933	-1231.9146237655425	-1193.9554212763605	-1944.3308130232915	-51.53832146029272
1912000	-4443.76715878474	-72.86597298102392	-4370.901185803716	10.648174620325195	14.097530239994496	19.016382206703764	7.103136883334618	1.5217670581367466	0.8105720595842778	3.0	1.0	9.0	4.0	3.0	11.098771782227002	0.4989761456184891	0.47164718660678806	2.0293766677747427	0.0035151104678641395	-1232.9411633676427	-1194.437970001956	-1943.5220524341166	-55.59667534657814
1913000	-4439.799523011876	-71.29469450527537	-4368.5048285066005	10.510128772256156	51.05371043728864	10.147695189608372	4.145715459360696	3.5207618967060177	1.4013088244721044	2.0	3.0	10.0	4.0	1.0	10.934663698846048	0.6588745387631789	0.5464312516836629	1.794694209553178	0.0035409859596984066	-1234.6462277165317	-1195.007263792869	-1938.8513369971997	-52.422352692475854
1914000	-4433.788761726231	-69.37532278316169	-4364.413438943069	9.97389981693242	32.87709721243565	22.39403855083762	3.99764972326781	1.5474625219608902	1.017167358270524	3.0	1.0	8.0	3.0	5.0	10.934663698846048	0.5334178127672321	0.47615985049512144	1.9904223367376663	0.0036467588298698304	-1236.4392201153378	-1194.4788052707802	-1933.4954135569515	-51.40057096338864
1915000	-4430.853818212093	-62.36129475090401	-4368.492523461189	8.907795121992788	22.26572348253556	4.891655911790756	3.5303945517183712	1.2261434650678709	0.728578868710717	3.0	2.0	10.0	1.0	4.0	10.934663698846048	0.5642063794679952	0.5355387680763702	1.9002548524556544	0.004736350044082546	-1235.781381810377	-1193.8374317240616	-1938.8737099267503	-47.06544004074635
1916000	-4437.313218273371	-65.96256412347033	-4371.3506541499	10.327335118795958	19.05033436444636	6.711307049402393	4.736565971056171	2.9652634691846025	0.9949097109549161	3.0	3.0	6.0	1.0	7.0	10.150331331564518	0.6436866182586318	0.60976563635239	1.746547745388998	0.0045320557578453005	-1236.2844735323777	-1194.6881141988274	-1940.378066418695	-49.4876604512034
1917000	-4434.051956262209	-66.24371709223607	-4367.808239169974	10.242923988098953	13.43455150617309	16.759838446734772	4.401390872563332	2.1703210121118643	0.7443434182622234	1.0	3.0	5.0	5.0	6.0	10.150331331564518	0.7354545641275902	0.5766365432692735	1.6879088926031565	0.0039979122026544195	-1236.660953078854	-1196.1353293593463	-1935.0119567317736	-49.61102800044529
1918000	-4433.315064985423	-66.51511002643377	-4366.7999549589895	10.067924541421073	280.7094900139921	12.967513722489707	2.553359683772063	2.6957364040875427	0.7748445502427912	1.0	4.0	8.0	1.0	6.0	10.150331331564518	0.6001663897573032	0.6865019702912355	1.713331639951481	0.004583272058287129	-1232.852200378604	-1196.4586145437208	-1937.489140036665	-45.147595217323286
1919000	-4428.247308025951	-61.28820280683	-4366.959105219121	8.240536296779032	200.32193283830327	32.774328547142574	4.174146300983597	1.4336207169817277	0.40885847765397465	1.0	3.0	10.0	2.0	4.0	10.150331331564518	0.5471903300450065	0.5659472164198945	1.886862453535119	0.004560548706398759	-1235.0352389573268	-1192.880025175235	-1939.0438410865586	-40.47492704943909
1920000	-4429.412844528372	-59.050935988375784	-4370.361908539997	8.218969286087743	32.52624144513551	2.003140940563363	6.042933997248692	1.4797783951348429	0.5340329880361294	4.0	1.0	8.0	2.0	5.0	10.150331331564518	0.5271107500942496	0.5920813989610894	1.8808078509446815	0.004439320975316098	-1235.0062524619377	-1194.326935218098	-1941.0287208599614	-41.502212096748565
1921000	-4429.434491190217	-65.27744731908666	-4364.157043871131	9.11293254051092	82.56229500881724	26.888709880722928	4.636440276749252	3.5568068563198496	0.473486038981259	2.0	1.0	5.0	8.0	4.0	11.018777656967714	0.6926148448404276	0.46024881865571465	1.8471363365038782	0.004428524377804445	-1232.4186290944306	-1193.0274767902604	-1938.7109379864398	-44.788927725228355
1922000	-4438.807403900679	-65.5817379466862	-4373.225665953993	9.894552605389311	29.994869729569103	7.970231307433991	4.127285717774748	1.4302307844262763	1.5531232150282712	4.0	2.0	6.0	3.0	5.0	11.018777656967714	0.6494510301095566	0.7327222389903402	1.617826730900123	0.0038790600793651587	-1229.9686646399389	-1194.233234990698	-1949.0237663233554	-48.54397757535628
1923000	-4437.742672461173	-69.02958901802178	-4368.713083443152	10.445535693310168	91.16978833635893	10.020327742362094	2.485720186601417	2.6876798912886475	1.178679338743326	1.0	9.0	1.0	1.0	8.0	11.828474700690656	0.7252987679521848	0.552992022611858	1.721709209435977	0.004215830271194545	-1237.9927210098901	-1195.8606403282474	-1934.8597221050138	-49.617952701813905
