time,mean,median,hpd lower 95,hpd upper 95,bins
0.015034049972220888,0.31961345057655505,0.19635614918300387,0.011514535785759101,0.9397968228678448,1060
0.015335424097192522,0.306843321516634,0.18243683494484247,0.011514535785759101,0.9044189458023366,979
0.015603880358953331,0.29620813265073814,0.17023913351473022,0.016502124075448713,0.8852820740941579,899
0.015882497985604524,0.28568103756505925,0.16250051707849086,0.018916815057473946,0.8610081375413391,775
0.016152041123684666,0.27576730526282134,0.1577633429475859,0.017668297060888332,0.8299029071666079,798
0.016408002536584726,0.2664866722539336,0.1501667450174834,0.01527541565084143,0.8072547266342119,698
0.01668328658051652,0.2567842057636032,0.14383989540534153,0.011514535785759101,0.779248412742247,659
0.016949079057498297,0.24770523165909283,0.1367337002985525,0.017668297060888332,0.7625782255904465,599
0.017213543269325223,0.2396338293062152,0.12988666487588588,0.01527541565084143,0.7329596446790982,598
0.017478170620183888,0.2321967820951103,0.1259550686138888,0.01527541565084143,0.7187852082313456,560
0.017749283189114968,0.22497114247383743,0.12228508102812562,0.01974883974652142,0.7111783392627408,554
0.01802396863854967,0.21806305348760055,0.11979924719632012,0.011514535785759101,0.6845697403333941,499
0.01830233609866528,0.21133416492658402,0.1173291878424949,0.01527541565084143,0.6616781711972798,506
0.018583754200871376,0.20404674085886715,0.11438110742980867,0.011514535785759101,0.6413131278139089,468
0.018861937983723622,0.19812625744291332,0.11231775354555812,0.01527541565084143,0.6205157778275512,439
0.019152858312510866,0.1922551495971051,0.1103655367455645,0.011514535785759101,0.5970411946626263,416
0.01946560843285586,0.1858641584257677,0.10749433812455296,0.01527541565084143,0.5804500874398113,381
0.01977499992527444,0.1794437452251591,0.10626737874957529,0.01527541565084143,0.5665710643562155,384
0.020083371871991364,0.1741528572316948,0.10396564646307874,0.01527541565084143,0.5471150124416551,333
0.02040681582424776,0.16883967178928477,0.100967174163703,0.01527541565084143,0.5292047612904518,348
0.02074511388336317,0.1639277936640495,0.09950734726766075,0.011514535785759101,0.5127611354980345,314
0.021092523449220576,0.15898976847466456,0.09800059154952688,0.01527541565084143,0.49951778850939527,316
0.02144219774469794,0.15424385533245422,0.09654479240224405,0.01527541565084143,0.48775974542368405,308
0.021786060200799512,0.14985328483775023,0.09526729189856017,0.008844794992764714,0.47017178363098516,290
0.02216100688225767,0.14555331755552525,0.09391575357609894,0.011514535785759101,0.4508125063215713,291
0.022519190236918746,0.14167128805889545,0.09240117127183646,0.01418430821302082,0.4402759368400537,241
0.02291048952459207,0.13783112791998745,0.09173359016467737,0.015379564681706245,0.42876520615146674,274
0.02332243211593399,0.13410193583391275,0.09035719039821044,0.015562216718886171,0.4166472177536598,268
0.02374368587153933,0.13043501301392305,0.08970900632763326,0.014730139081198551,0.3985301032083828,217
0.024187902753490392,0.1268045036394106,0.08833606105396671,0.01647573723755651,0.38351065113425864,230
0.02466148547050843,0.12342662986284801,0.08726361844333905,0.014643259997690039,0.3593281046371153,211
0.025138866071415626,0.12030311665994863,0.0868831454646261,0.01527541565084143,0.34473248040889365,201
0.02564744044618406,0.11673379876126688,0.08652234881357748,0.014643259997690039,0.32249395427429833,214
0.026209513583982665,0.11376090423666134,0.08525450171890188,0.014643259997690039,0.31166570202846305,195
0.02679760466697716,0.11109788692679437,0.08432471677826778,0.011514535785759101,0.2944701414524725,200
0.027410239270419683,0.10858719956285669,0.08363794202393848,0.014643259997690039,0.28192630147843767,182
0.028076771414718375,0.10597510026048552,0.08333684816316152,0.010256669301367972,0.2581567288824621,151
0.028784419967323092,0.10360631685679485,0.08314766284908226,0.013948069895796361,0.24672654228566493,176
0.02957278061080454,0.10125637659499274,0.08266834448219644,0.013948069895796361,0.2362736179424638,185
0.03040577372593567,0.09922411902388875,0.08225427122294095,0.01527541565084143,0.22715524017768335,154
0.03127679596894977,0.09745112542253029,0.08144841490485577,0.013793593348078155,0.21762057571400556,155
0.03220542359917717,0.09584970324232034,0.08131849281963054,0.013183844182347844,0.209723122042295,123
0.03328013984337191,0.09434756650805678,0.08109020980049524,0.01527541565084143,0.20247857265783045,150
0.03436807388262251,0.0931469146374386,0.08063736739260906,0.015562216718886171,0.1979959594219148,148
0.035617051119207994,0.09214174234608764,0.08027765135201932,0.016155597492535846,0.1927845299961434,142
0.037016560780117655,0.09134165441048071,0.08011425371404941,0.01527541565084143,0.18845994303704564,117
0.03855294430022516,0.09064879979910717,0.07981893451279597,0.016155597492535846,0.18741887693158113,131
0.04020621220531413,0.09012416079289735,0.07920945014953001,0.016660426514530913,0.18741887693158113,136
0.04216384402675683,0.08981280239846649,0.07927864119836453,0.016352907005308396,0.1872492975811259,127
0.04431058633214143,0.08968702783365483,0.07912620849642088,0.016660426514530913,0.18741887693158113,110
0.04673167196998375,0.0898153725086941,0.07875020931792562,0.01527541565084143,0.1872492975811259,120
0.049461595001633066,0.0900836478588884,0.07914948460127542,0.01527541565084143,0.1872492975811259,116
0.052628580110741514,0.0903426414498681,0.07884209582644473,0.013948069895796361,0.18917778080744468,140
0.0563136235576052,0.09071761785341875,0.07919174909123773,0.01527541565084143,0.19412135029715188,91
0.06050970527678934,0.09110870389729774,0.07920945014953001,0.01527541565084143,0.1979959594219148,101
0.06568298934485844,0.09151915943842799,0.07920945014953001,0.015379564681706245,0.19966121832437284,99
0.07210618798335874,0.09191544252797262,0.07927655948713465,0.016155597492535846,0.2012464209925133,106
0.07975247691049997,0.09230580738478,0.07927655948713465,0.01527541565084143,0.20075710859694004,110
0.09007798792698167,0.09270048346593918,0.07939423729552011,0.013948069895796361,0.2012464209925133,87
0.10352737236120632,0.09310484577396938,0.07942766476246671,0.011514535785759101,0.2012464209925133,100
0.12282316031953407,0.09356126251632663,0.0795030650265224,0.011016755656745085,0.2012464209925133,95
0.14941777057366504,0.0940421027124577,0.07952289426363676,0.016155597492535846,0.20844690045130898,90
0.19058966422633203,0.09446527921100926,0.07952289426363676,0.01527541565084143,0.2101242014087243,88
0.2621592759874165,0.09492488090142995,0.07952289426363676,0.011016755656745085,0.20844690045130898,88
0.42129870136807407,0.09551885445427528,0.07952289426363676,0.011016755656745085,0.2101242014087243,69
,,,,,82
,,,,,66
,,,,,64
,,,,,58
,,,,,74
,,,,,75
,,,,,76
,,,,,64
,,,,,65
,,,,,53
,,,,,53
,,,,,83
,,,,,58
,,,,,60
,,,,,54
,,,,,50
,,,,,59
,,,,,67
,,,,,65
,,,,,50
,,,,,43
,,,,,64
,,,,,52
,,,,,62
,,,,,55
,,,,,41
,,,,,46
,,,,,47
,,,,,47
,,,,,41
,,,,,30
,,,,,41
,,,,,56
,,,,,40
,,,,,44
,,,,,45
,,,,,34
,,,,,44
,,,,,44
,,,,,34
,,,,,41
,,,,,37
,,,,,51
,,,,,31
,,,,,33
,,,,,33
,,,,,47
,,,,,45
,,,,,36
,,,,,35
,,,,,31
,,,,,37
,,,,,36
,,,,,48
,,,,,29
,,,,,37
,,,,,28
,,,,,38
,,,,,36
,,,,,29
,,,,,29
,,,,,31
,,,,,24
,,,,,36
,,,,,30
,,,,,28
,,,,,32
,,,,,20
,,,,,35
,,,,,22
,,,,,24
,,,,,22
,,,,,17
,,,,,28
,,,,,26
,,,,,30
,,,,,34
,,,,,20
,,,,,23
,,,,,21
,,,,,15
,,,,,18
,,,,,16
,,,,,14
,,,,,18
,,,,,17
,,,,,20
,,,,,14
,,,,,14
,,,,,15
,,,,,11
,,,,,25
,,,,,14
,,,,,26
,,,,,20
,,,,,15
,,,,,21
,,,,,20
,,,,,16
,,,,,16
,,,,,18
,,,,,20
,,,,,30
,,,,,18
,,,,,22
,,,,,1517
