# BEAST v1.8.1, r6542
# Generated Mon Mar 14 11:24:51 EDT 2016 [seed=1457969064066]
state	posterior	skyride.points	prior	likelihood	changePoints	Gvalues	skyride.lambda_bound	skyride.precision	skyride.points	skyride.tmrca	treeLikelihood
0	-11118.852011300944	62.0	-3794.983040986155	-7323.868970314789	{0.20136308062427588,3.126976253392286,7.479585124262144,7.517620636513868,13.450454142641973,23.460951375287152,28.962641722484165,35.73038726139458,39.33804285757245,42.122467771256424,42.17420444658836,42.612440136255856,47.41242861306745,47.767740345239986,49.15611674319251,50.47982481399649,50.52486923689327,50.86613006966195,51.27023451657513,51.377617602883106,52.19207279010706,52.82417836044465,52.99566236249197,53.15087549963576,53.8322140698655,54.13074935324937,55.184156785658274,55.68171487851575,56.110134328530364,56.37655986197211,56.599375293161756,57.165125323571374,59.07652611934219,60.35982189935061,60.63823475767481,62.01267084118581,63.663161740291656,64.8708888913282,65.21621137290472,65.60021386062044,66.23417955084375,66.56104827636474,66.60059215699346,66.75295583172758,71.91818228888008,72.67496710954313,73.46834435636069,73.51447347688736,74.27801543854883,74.37130793948972,76.04199536453609,76.90865819008351,78.45485710596688,78.8140245577082,82.18317592014978,82.55078773475051,83.57243417976775,92.9473039948547,202.1570299478599,218.06730616275797,225.70239258988843,246.79038149878818}	{1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0}	0.04	750.0	62.0	246.79038149878818	-7323.868970314789
10	-11386.482973854889	92.0	-4036.8824411787755	-7349.600532676113	{0.07236694888540032,0.20136308062427588,3.126976253392286,7.479585124262144,7.508345500972939,7.517620636513868,13.450454142641973,14.990809899105306,16.304093814467187,16.522066590787283,23.460951375287152,28.962641722484165,35.73038726139458,39.33804285757245,41.63881474030367,42.122467771256424,42.612440136255856,44.001205116600346,45.109609693131944,47.41242861306745,47.63551861673403,47.767740345239986,48.51033494338984,49.15611674319251,50.47982481399649,50.52486923689327,50.86613006966195,51.27023451657513,51.28648627118298,51.377617602883106,51.5983186238493,51.87705169376914,52.19207279010706,52.82417836044465,52.98328741256795,52.99566236249197,53.15087549963576,53.8322140698655,54.00329348465947,54.03574573266128,54.13074935324937,55.184156785658274,55.68171487851575,56.110134328530364,56.14453046088944,56.25438445954353,56.37655986197211,56.599375293161756,57.165125323571374,59.07652611934219,60.35982189935061,60.63823475767481,61.56279142534568,62.01267084118581,63.663161740291656,64.8708888913282,65.21621137290472,65.60021386062044,66.23417955084375,66.54010871083962,66.56104827636474,66.60059215699346,66.75295583172758,71.91818228888008,72.67496710954313,73.21215474268288,73.46834435636069,73.51447347688736,73.76708671551717,73.80367457041157,74.27801543854883,74.37130793948972,75.68935230869367,76.04199536453609,76.90865819008351,77.46180196249013,77.71864372345038,78.45485710596688,78.6508312289049,81.29461604361926,82.18317592014978,83.57243417976775,89.65200923890478,90.21961847081427,92.9473039948547,114.65581712570619,202.1570299478599,208.34056720097993,211.08047967992596,218.06730616275797,225.70239258988843,246.79038149878818}	{1.1448278028733299,1.146946529152892,1.1470126909883973,1.1469951793380133,1.1473504522353082,1.1469948042789753,1.1469537629247526,1.144610715441246,1.1534146876923188,1.1524097873257162,1.1469954554346984,1.1470119214160022,1.1469938390688483,1.1469891083192891,1.1434928524895156,1.1470139035751288,1.1470176115090283,1.1506383936886664,1.1541355060087,1.1469616603155472,1.1476954547637561,1.1469872281059565,1.1403753458176666,1.1470078874964358,1.1469984025914783,1.1469945695624588,1.147004481926281,1.1470154814381672,1.1454294765924473,1.14700292494377,1.1474860547953796,1.1450134120211928,1.147013050817641,1.1470087930024846,1.14735831447328,1.1470062561428662,1.146996268768639,1.1470196584571966,1.1439937971423504,1.1459212258196345,1.1470254102609942,1.1470287411799802,1.1470178407764422,1.147010624630461,1.1468369898549469,1.145442327021314,1.1470090913891653,1.1469972484041975,1.1469714285318844,1.1469894075840301,1.147004316825445,1.1470153508058232,1.1478940829988815,1.146999040543335,1.1469373627318546,1.146903801342667,1.1468940470519087,1.1469002200401732,1.1469249593664657,1.1479306277457226,1.146930414170555,1.1469241180410918,1.146924890546181,1.146855190523958,1.1468578703022558,1.151547183246258,1.1468759173434293,1.14686704262121,1.1463526650819276,1.1450220730690006,1.1468729858390674,1.146866166147305,1.1521086644246097,1.146836863290524,1.1468387240490543,1.1473368370481296,1.1484985556821101,1.1468235242988953,1.14843808874393,1.1506749334948623,1.1467803963768972,1.1467812134886373,1.1382861057784908,1.1325210043568887,1.1468734957245843,1.1728902835425217,1.1466559348062475,1.1286701423534637,1.1406701308124383,1.1468491124979394,1.1468021125476184,1.146777315087455}	0.040013094979995854	20454.967231290095	92.0	246.79038149878818	-7349.600532676113
20	-11627.399614663489	135.0	-4212.487003844256	-7414.912610819234	{0.20136308062427588,3.126976253392286,3.573644480132824,3.6056364101225595,7.479585124262144,7.517620636513868,7.649265001532095,9.694160232401948,11.002333307582285,13.450454142641973,14.990809899105306,16.304093814467187,16.522066590787283,23.460951375287152,27.495701031339912,27.73265704342543,28.1503649013092,28.962641722484165,35.73038726139458,39.33804285757245,39.39057681584984,41.551236367553614,41.63881474030367,42.122467771256424,42.348266336712136,42.393550577707394,42.612440136255856,43.859828248909366,44.001205116600346,45.109609693131944,46.79564212989942,47.41242861306745,47.43823065491568,47.50252024032682,47.63551861673403,47.767740345239986,48.51033494338984,48.7815556163874,48.78811063284708,49.15611674319251,50.47982481399649,50.510457785904094,50.52486923689327,50.67690046338683,50.86613006966195,50.88457789890011,51.10329311593174,51.14814581030821,51.27023451657513,51.377617602883106,51.5983186238493,51.704636898421754,51.87705169376914,52.19207279010706,52.82417836044465,52.909120466677834,52.97343285793481,52.99566236249197,53.15087549963576,53.77852267985334,53.8322140698655,53.9065431071941,54.00230362545203,54.03574573266128,54.13074935324937,55.184156785658274,55.242407484152935,55.68171487851575,55.89962519571255,55.916033980053896,55.96486458554756,56.110134328530364,56.13007957231506,56.14453046088944,56.25438445954353,56.37655986197211,56.599375293161756,56.6337857524521,57.165125323571374,59.07652611934219,59.522879503888284,60.35982189935061,60.36551271104861,60.59338971969951,60.63823475767481,61.56279142534568,62.01267084118581,63.09719784077536,63.15693569099181,63.663161740291656,64.8708888913282,65.33984682680531,65.60021386062044,66.21734000138898,66.23417955084375,66.56104827636474,66.60059215699346,66.75295583172758,67.56715450270632,68.83679596313759,71.91818228888008,72.19167377788546,72.67496710954313,72.98218823484098,73.46834435636069,73.56786802553347,73.80367457041157,74.27801543854883,74.37130793948972,74.89503722535923,75.15898876984748,76.04199536453609,76.90865819008351,77.90925826061984,78.45516249136543,78.52009226034474,78.6508312289049,79.44620161229147,80.4571939335773,82.18317592014978,83.26255149203898,83.57243417976775,85.65813900157725,89.65200923890478,90.21961847081427,92.9473039948547,138.98167380756382,202.1570299478599,211.08047967992596,212.63615909496482,215.74411788092272,218.06730616275797,220.97645795492855,225.70239258988843,246.79038149878818}	{-0.16145360116308183,-0.16138867551106273,-0.17037669392022536,-0.16956065167422452,-0.16127384642078368,-0.1612672405193436,-0.16312810102880348,-0.15891549382683212,-0.153421915683019,-0.1614074930015974,-0.16370450245378976,-0.15499963462328736,-0.15596601262473797,-0.16137292476038567,-0.16925956543432363,-0.162262524097045,-0.16347493672242308,-0.16146086813945004,-0.16157657241662804,-0.16147766326235313,-0.16056065000977782,-0.16546152084895027,-0.16503823949111052,-0.16146018622828961,-0.1602078514299663,-0.16014781001067746,-0.1614384174926755,-0.15773253081221128,-0.157823360987436,-0.15433487944733315,-0.15345639134049094,-0.16136751978838504,-0.16196713306649002,-0.16153359511565668,-0.1606327754130703,-0.16133826623603653,-0.16791988992833495,-0.17157805638498047,-0.171722096350841,-0.16130032112438641,-0.16136478111098995,-0.16153463045520056,-0.1613606802339973,-0.15920980698982845,-0.16136479896934475,-0.1608833153496647,-0.15963277778412532,-0.16042932618462658,-0.16134020914464742,-0.1613452985642354,-0.16087790590056272,-0.16174663217643115,-0.1633220157700208,-0.16133888718693612,-0.1614163720852133,-0.16176429149989247,-0.16204493853419422,-0.16142747081803321,-0.16142867515816306,-0.16074427934830737,-0.1613915146431424,-0.16051229587548477,-0.16059406320979974,-0.1624916352584549,-0.1613871400668785,-0.1613228218053493,-0.16238111367251662,-0.16135457011056786,-0.1619834896391481,-0.16185119338674525,-0.16032246905471936,-0.161333590697204,-0.16133400804654485,-0.16150316177954238,-0.16289672646441034,-0.16134304544960543,-0.16137104799864943,-0.16194476094875654,-0.16139064782916535,-0.1612730095803201,-0.15865240098757027,-0.16125687454572102,-0.16141720842016127,-0.16227820495592482,-0.16127008446722613,-0.16034976627658892,-0.1612876783599404,-0.1598626368261904,-0.16135679283506477,-0.16132121518953113,-0.16144189878173876,-0.16227939494586252,-0.16144098413935382,-0.16004053056276035,-0.1614483460953977,-0.16145589297288865,-0.16145621932643905,-0.16143091713210822,-0.15715536917271788,-0.15335476083040334,-0.16141881737264185,-0.16283107256586504,-0.1614093982417728,-0.1597114926910166,-0.1614008863152918,-0.16079647340750114,-0.163213246148473,-0.16133743724588356,-0.16132793199673756,-0.15810858320596566,-0.16202095513921932,-0.16145007448839266,-0.1615171180188142,-0.158751037655243,-0.1615244684630497,-0.16134971480634874,-0.15992177082297587,-0.15663338119734505,-0.15770488142881334,-0.16183238613266582,-0.16157911042444084,-0.16180456259985476,-0.16710138257066376,-0.17033777630969382,-0.17613225195299975,-0.16178775942334767,-0.13983917617226638,-0.16232592009594526,-0.1682075159208054,-0.17032168656874092,-0.16382321236341113,-0.16219721138934062,-0.1539101461251846,-0.1625391196914876,-0.16271691591806814}	0.04000429580937398	34798.65544978759	135.0	246.79038149878818	-7414.912610819234
30	-11718.638936163228	168.0	-4303.207088818181	-7415.4318473450485	{0.07091710629081975,0.0723531348789641,0.1770948752225692,0.20136308062427588,3.126976253392286,3.573644480132824,3.6056364101225595,3.9062544882991705,5.493128494866843,7.054249360943796,7.479585124262144,7.517620636513868,7.649265001532095,7.771653289839159,9.694160232401948,11.002333307582285,12.579967647113595,12.753567428396362,13.450454142641973,14.990809899105306,15.910369202474552,16.304093814467187,16.4415025776221,16.522066590787283,23.460951375287152,23.84392475596544,26.119186924371792,27.495701031339912,27.73265704342543,28.1503649013092,35.73038726139458,36.85234523748841,39.33804285757245,39.39057681584984,40.098440702379705,40.53767212311108,41.551236367553614,41.63881474030367,42.122467771256424,42.32252989062961,42.347333506821926,42.348266336712136,42.393550577707394,42.612440136255856,42.71867667806622,43.56555856718431,43.727237862441115,44.45995257708129,45.42954426052383,47.41242861306745,47.50252024032682,47.612190700180754,47.63551861673403,47.767740345239986,47.83925589544516,48.41143283009774,48.51033494338984,48.51780955121708,48.7815556163874,48.78811063284708,49.15611674319251,49.193787512263924,50.06726208268333,50.4773834485436,50.47982481399649,50.48617391542283,50.52486923689327,50.74512114332557,50.86613006966195,51.10329311593174,51.14814581030821,51.27023451657513,51.377617602883106,51.704636898421754,51.785747228138916,51.87705169376914,52.33388454479615,52.82417836044465,52.84427166404749,52.90192689215886,52.909120466677834,52.96694012139046,52.97343285793481,52.99566236249197,53.15087549963576,53.49552030879333,53.77852267985334,53.8322140698655,54.00230362545203,54.03574573266128,54.13074935324937,54.715221460560144,55.184156785658274,55.68171487851575,56.110134328530364,56.13007957231506,56.22871131587037,56.25438445954353,56.300135899933316,56.37655986197211,56.58961497917909,56.599375293161756,57.165125323571374,58.436860112349514,59.07652611934219,59.522879503888284,59.87060780275155,60.27387300266539,60.35982189935061,60.36551271104861,60.59338971969951,60.63823475767481,61.56279142534568,62.01267084118581,62.3636212073805,63.09719784077536,63.15693569099181,63.327862823978606,63.663161740291656,64.03911932502615,64.31211006305948,64.6150309326491,64.74485801989009,64.8708888913282,64.87367156735755,65.2952101150386,65.60021386062044,65.93060825470701,66.23417955084375,66.60059215699346,66.7502182044131,66.75295583172758,67.24840682176828,67.56715450270632,67.99545964567531,68.62248480865637,69.1631780436175,69.1924334914882,71.91818228888008,72.36088616958142,72.67496710954313,72.90196016169757,72.96886004142524,73.46834435636069,73.56786802553347,74.12032272120166,74.27801543854883,74.37130793948972,75.85089204923355,76.04199536453609,76.90865819008351,78.6508312289049,79.56737395918154,80.4571939335773,82.18317592014978,83.01146520136865,83.57243417976775,85.65813900157725,90.21961847081427,92.9473039948547,124.10452946348403,149.0788038675658,202.1570299478599,215.74411788092272,218.06730616275797,219.38668055795196,225.70239258988843,246.79038149878818}	{-0.319578198734348,-0.3194415899505856,-0.31988720675272475,-0.3197084922467184,-0.3196400542624076,-0.32862576741317184,-0.3278098517382091,-0.3291319864755451,-0.32533664787119676,-0.3190352223319337,-0.3195019213989525,-0.3194946844921134,-0.32135723845229336,-0.32132447346596393,-0.31713805864141875,-0.31164553698124564,-0.3208804741480833,-0.3174996617463819,-0.319631947429329,-0.32191938846291634,-0.3149810176874297,-0.3132131596225207,-0.3141271566317272,-0.3141822292322445,-0.31960102240429933,-0.3209698423754048,-0.3248735741037905,-0.32748353063779234,-0.3204851741322159,-0.3216940019526078,-0.3197939361817106,-0.32493718321453,-0.3196949901467576,-0.31877901596253366,-0.32307794951557867,-0.3242002418876382,-0.32368397456976084,-0.3232627181815104,-0.31968420519096696,-0.3187566944407365,-0.31830957580299923,-0.3184296025512765,-0.3183686327991495,-0.3196597542346211,-0.3192608579844176,-0.3178392662323546,-0.32029759801469027,-0.31578369949598084,-0.31354373703493366,-0.3195858861085412,-0.3197514350334245,-0.31975785634369913,-0.3188509641964714,-0.3195554538861103,-0.32042880388237904,-0.3277328232808969,-0.32613586118469584,-0.32671053273845985,-0.3297945217834126,-0.3299384003928907,-0.3195219360585213,-0.31860040526011346,-0.3223450886357426,-0.31955667004471877,-0.31958167983582086,-0.319462442401246,-0.31957681511188696,-0.3180608529501825,-0.3195810268712904,-0.3178498146552755,-0.318646467935352,-0.31955723657662816,-0.31955958572395105,-0.3199576663806738,-0.32044297216772577,-0.3215324220531244,-0.32054302207754404,-0.3196327661056131,-0.3200420563972841,-0.31959267219464493,-0.3199790809802181,-0.3202204888946909,-0.320258985813922,-0.3196404722323507,-0.31964236967914417,-0.3196178395965461,-0.31896309984382754,-0.3196103580869334,-0.3188142479550464,-0.3207128383873936,-0.3196098677938011,-0.31841287174852084,-0.31954670989158274,-0.3195707099118721,-0.31955823400880945,-0.31955841087788883,-0.3188459071882903,-0.3211186919893123,-0.3206069759070118,-0.3195652738430681,-0.32021921009571486,-0.31959454791721953,-0.31961452286078895,-0.3228032274781043,-0.3194912627475759,-0.31687342118425477,-0.32241198171541896,-0.3201243840599375,-0.3194699403671706,-0.3196300878974796,-0.3204935852595696,-0.3194851056144614,-0.3185619291122066,-0.31949932670718795,-0.31992041968882745,-0.3180666524062019,-0.3195622117371073,-0.31707187524273195,-0.31952641417807115,-0.32204279387858037,-0.3226503279779008,-0.32466520105587904,-0.32229301970419044,-0.3196405665672728,-0.319951347058705,-0.31803328038468237,-0.3196365162544197,-0.32105711177578655,-0.3196407079935,-0.3196503117345202,-0.32017300179830954,-0.3196253804465812,-0.32009395484024594,-0.31535489782372395,-0.311167540618996,-0.31078785182167223,-0.3169546460325705,-0.31849989270477863,-0.3196063963981288,-0.31707526377844886,-0.3195966230109235,-0.32142540454894686,-0.32197155884040285,-0.31957932145212453,-0.31897495652171415,-0.32023696338320917,-0.31952452521356633,-0.31951537414252584,-0.3217950144246231,-0.31965060597323713,-0.3197075376185836,-0.31809506102132445,-0.321010503837158,-0.3158795552728719,-0.3200122483606549,-0.3181026339344015,-0.3199795247829087,-0.32527581703624264,-0.3343010037232972,-0.3199559122008395,-0.336696994981736,-0.31701953434817653,-0.32042190434957263,-0.32194135803534607,-0.32030896066630987,-0.3236289050170882,-0.3206652681223545,-0.32082641967974723}	0.04000178031003498	26187.42015291823	168.0	246.79038149878818	-7415.4318473450485
40	-11929.636481050087	208.0	-4511.377042670411	-7418.259438379676	{0.07091710629081975,0.0723531348789641,0.1770948752225692,0.20136308062427588,0.4344479436957477,1.4409125889841186,1.5048172840176048,1.9418799946768066,2.663478604180121,3.126976253392286,3.573644480132824,3.6056364101225595,3.9062544882991705,5.493128494866843,5.715562187834582,7.054249360943796,7.517620636513868,7.566591805711765,7.649265001532095,7.771653289839159,9.694160232401948,11.002333307582285,11.993931847425554,12.579967647113595,12.753567428396362,13.296931212150005,13.450454142641973,14.125366635712426,14.990809899105306,15.755711622880403,15.910369202474552,16.304093814467187,16.4415025776221,16.522066590787283,18.45660119088163,23.460951375287152,23.462330605845388,23.48393834237109,23.84392475596544,26.119186924371792,27.495701031339912,27.73265704342543,28.1503649013092,33.262391463511435,34.66164199095331,34.7003049452298,35.73038726139458,36.85234523748841,36.918561294465256,37.52881447036039,39.33804285757245,40.098440702379705,41.551236367553614,41.63881474030367,42.122467771256424,42.18270584999747,42.200083677561146,42.32252989062961,42.348266336712136,42.393550577707394,42.612440136255856,42.71867667806622,43.56555856718431,44.45995257708129,45.42954426052383,45.53379999653477,47.41242861306745,47.612190700180754,47.698635930933634,47.767740345239986,47.821793047652456,48.41143283009774,48.51033494338984,48.7815556163874,48.78811063284708,49.193787512263924,49.35318521503156,50.06726208268333,50.18159506477698,50.4118645850018,50.4773834485436,50.47982481399649,50.50857615478255,50.52486923689327,50.74512114332557,50.86613006966195,51.10329311593174,51.11193341331679,51.11722577021868,51.132543388122244,51.14814581030821,51.27023451657513,51.31251926222675,51.37708846097694,51.377617602883106,51.59093260487025,51.785747228138916,51.87705169376914,52.15197884974582,52.33388454479615,52.725005427496946,52.82417836044465,52.84427166404749,52.87901678493161,52.90192689215886,52.909120466677834,52.969790419969065,52.97343285793481,52.99566236249197,53.15087549963576,53.49552030879333,53.77852267985334,53.8322140698655,53.91873337298994,54.00230362545203,54.03574573266128,54.13074935324937,54.715221460560144,54.8348290822432,55.184156785658274,55.62510880076663,55.68171487851575,56.110134328530364,56.13007957231506,56.18091588910698,56.300135899933316,56.37655986197211,56.58629926225698,56.58961497917909,56.599375293161756,57.165125323571374,57.8902542895692,58.436860112349514,59.07652611934219,59.17207013925666,59.522879503888284,59.87060780275155,60.1915509995454,60.26820294247328,60.27387300266539,60.35982189935061,60.56838711448701,60.59338971969951,60.63823475767481,61.40962735635813,61.4471915089163,61.544883385404646,61.56279142534568,62.01267084118581,62.3636212073805,63.09719784077536,63.15693569099181,63.327862823978606,63.663161740291656,64.03911932502615,64.25910005753994,64.31211006305948,64.6150309326491,64.74836830375868,64.8708888913282,65.60021386062044,66.05721479855347,66.23417955084375,66.60059215699346,66.67551097948318,66.75295583172758,67.24840682176828,67.51841327281903,67.56715450270632,67.99545964567531,69.1631780436175,69.1924334914882,71.91818228888008,72.36088616958142,72.67496710954313,72.96886004142524,73.46834435636069,73.56786802553347,73.87456167662467,74.1400330272818,74.27801543854883,74.37130793948972,75.1353990598848,75.85089204923355,76.04199536453609,76.90865819008351,78.6508312289049,79.56737395918154,79.67459628712152,81.83841862381598,82.18317592014978,83.30066349915812,83.57243417976775,85.26355157931658,85.30007750899344,86.99216452986366,87.40281354433536,91.89520175286417,92.9473039948547,98.25219518599005,100.73515206358518,123.48164763312093,202.1570299478599,218.06730616275797,224.17392810189247,225.70239258988843,228.73918248521704,246.79038149878818}	{-0.9781072357377099,-0.9779731422208187,-0.9784012813465495,-0.9782301271973495,-0.9799319289718085,-0.9817855551373924,-0.9787729076088993,-0.9761941988237908,-0.9719459149752367,-0.9782369216503071,-0.9872266900411972,-0.986406915411294,-0.9877093048414167,-0.9839146235581637,-0.9815076803642739,-0.9775750497748419,-0.9780671512704657,-0.9783481389758748,-0.9799311544580149,-0.9799230351925843,-0.9757670378232461,-0.9702129334690284,-0.9814080801775305,-0.9794642011030845,-0.976098936666105,-0.9782943514113072,-0.9781918955050344,-0.9775703310195496,-0.9804510119334964,-0.9756769187245027,-0.9734208757969327,-0.9716530998990436,-0.9725675260146431,-0.9726317691605715,-0.9644289365123484,-0.9782681116383145,-0.9785685479634054,-0.9778080800666231,-0.979620372523371,-0.9834949782107714,-0.9860665650152356,-0.9790521427959504,-0.9802362299173382,-0.9851266013580187,-0.986074867785605,-0.9849038728428923,-0.9782962594031233,-0.9834869110695053,-0.9817571262600211,-0.9846014217973504,-0.9782311434639865,-0.9815868311274016,-0.9822260469928352,-0.9818140465924472,-0.9782088764254127,-0.9763150990338971,-0.9774308749110361,-0.9772894679476991,-0.9769576436615921,-0.9768972639557489,-0.9781997142763004,-0.9778179370085809,-0.9763800227154888,-0.9742644549792772,-0.9720649644638542,-0.9696031304047068,-0.9782165605058566,-0.9783824403707229,-0.977243611550378,-0.9781935395876928,-0.9783367189233019,-0.9863698699045074,-0.9847688797500354,-0.9884311995241006,-0.9885780353826163,-0.9772609938291197,-0.9789119501150623,-0.9809882010441555,-0.9802654759895688,-0.9761448928802281,-0.9781679204394038,-0.9781920421635419,-0.9784724756506904,-0.9781889678202447,-0.9766415999444433,-0.9781543474996255,-0.9764204778178396,-0.9770626726845961,-0.977378833037335,-0.9768601254705231,-0.9772203116830269,-0.9781401129196325,-0.9784371421941387,-0.9784662889265405,-0.978145579510155,-0.9798079292024937,-0.9789845335425156,-0.9800715505592592,-0.9822283866085968,-0.9790753275968171,-0.982521635801703,-0.9781789949528132,-0.978595328543463,-0.9789970055700223,-0.9781439138250079,-0.9785262497458689,-0.9791741570517019,-0.9787969602038515,-0.9781758964772251,-0.9781967310645854,-0.9781565482916221,-0.9774940232148026,-0.9781277008596163,-0.9788917200344258,-0.9773231939156517,-0.9792318195120515,-0.9781224768539261,-0.9769129685656139,-0.9772150601459941,-0.9780369073466915,-0.9805838645510079,-0.9780954987329551,-0.9780930988714687,-0.9780874772629176,-0.9760394299403004,-0.9791454867251588,-0.9781070541244787,-0.9795096044157674,-0.978773477712295,-0.9781503479929086,-0.978143129178406,-0.975517831290091,-0.9813213776048144,-0.9780125091494938,-0.9788100582307777,-0.9754004556719451,-0.9809356110447283,-0.978263108542393,-0.9780496216329624,-0.9786461551374543,-0.9779775941250364,-0.9785393915371827,-0.9789860751513402,-0.9779812193963551,-0.977943952079201,-0.9777378241304433,-0.9768893082558918,-0.9770107193914299,-0.9779399850694972,-0.9783956558820961,-0.9765310610100641,-0.9780396024142988,-0.9755603641206108,-0.9780144189024327,-0.980518211119616,-0.9810669228519941,-0.9811036109042277,-0.983103808224115,-0.9807788420548604,-0.9780920091906609,-0.9780561696055372,-0.9742850813614439,-0.9780270745584119,-0.978015174302115,-0.9801517317682311,-0.9779747212950127,-0.9784401556173492,-0.9746262722997301,-0.9736883947607282,-0.9695069049447511,-0.9752721190823479,-0.9768161589197462,-0.977898489673251,-0.9753866551636747,-0.9778934767604,-0.980261649245719,-0.9778585009326406,-0.9772596234724062,-0.9778556998798678,-0.9806690890374767,-0.9777627051880557,-0.9777546526761967,-0.9762991989433232,-0.9800610911008647,-0.9779211178783669,-0.9779667185776191,-0.9763709896313344,-0.9793461663522436,-0.9805721152237226,-0.9794939623496219,-0.978353179425099,-0.9772549751849766,-0.9783816638160943,-0.9845295649997468,-0.9863561019300562,-0.9822341340909162,-0.9808225288816885,-0.9835822080075189,-0.978373905222341,-0.9835801683837531,-0.9783728612695626,-0.9913742024159689,-0.9794212463850158,-0.9789557259717014,-0.9832056717171724,-0.9793081866684901,-0.9833748578659112,-0.9795463952218739}	0.040005267566278514	31865.75139088751	208.0	246.79038149878818	-7418.259438379676
