# BEAST v1.6.2, Build r4178
# Generated Fri Feb 10 10:47:11 NZDT 2012 [seed=1303338739767]
state	posterior	prior	likelihood	treeModel.rootHeight	tmrca(Human-Chimp)	tmrca(ingroup)	tmrca(HomiCerco)	yule.birthRate	firsthalf.kappa	firsthalf.frequencies1	firsthalf.frequencies2	firsthalf.frequencies3	firsthalf.frequencies4	firsthalf.alpha	secondhalf.kappa	secondhalf.frequencies1	secondhalf.frequencies2	secondhalf.frequencies3	secondhalf.frequencies4	secondhalf.alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	firsthalf.treeLikelihood	secondhalf.treeLikelihood	speciation
162600	-5779.5252484294315	-53.998780842244265	-5725.526467587188	44.26899275107894	5.82705968488725	43.039776824534584	24.07239542766454	0.03748754319609708	11.902608722994751	0.3358488138353982	0.32886956364025477	0.08953325728419842	0.2457483652401487	0.34861455424371535	11.297669888303853	0.38040061894613	0.3031160104370207	0.08560786529524764	0.23087550532160162	0.40279905414859474	0.014543711714504684	0.24791950711769611	0.015050895836410238	0.30973737441198523	0.04086899478539921	-2896.042112672519	-2829.4843549146685	-45.29894251813913
162800	-5782.234391663851	-54.86236960227042	-5727.3720220615805	44.86080263115055	5.326576995451323	43.772219895209155	24.057252467574408	0.03748754319609708	11.902608722994751	0.3358488138353982	0.32886956364025477	0.08953325728419842	0.2457483652401487	0.34861455424371535	11.297669888303853	0.38040061894613	0.30563946360810407	0.08308441212416427	0.23087550532160162	0.40279905414859474	0.011730664270953949	0.22934738507418304	0.011378353611401748	0.20935195413569918	-0.3201549568286907	-2896.47550357711	-2830.8965184844706	-45.374993769174424
163000	-5778.49564323077	-55.97755273955225	-5722.518090491218	45.20186153504276	5.167339968448867	43.68021351481257	24.715522991366004	0.043004876045814606	9.498518873690266	0.3358488138353982	0.32886956364025477	0.08953325728419842	0.2457483652401487	0.34861455424371535	11.297669888303853	0.38040061894613	0.30563946360810407	0.08308441212416427	0.23087550532160162	0.40279905414859474	0.012236229730834748	0.22934738507418304	0.01197019687117986	0.25487081520715976	-0.3006046816032754	-2897.3430073908635	-2825.1750831003546	-45.415710686142795
163200	-5783.399300181363	-56.410582602657826	-5726.988717578705	44.420627727143106	4.756228868647402	44.13738004740304	23.872127716757714	0.039145872753416244	9.498518873690266	0.3358488138353982	0.32886956364025477	0.08953325728419842	0.2457483652401487	0.34861455424371535	11.297669888303853	0.38040061894613	0.30563946360810407	0.08308441212416427	0.23087550532160162	0.40279905414859474	0.0136412471699792	0.15002959585782694	0.01273026998595291	0.18271766445696772	0.06614143739124212	-2895.189270642929	-2831.7994469357764	-45.37064977951419
163400	-5778.707642848582	-56.16340531064968	-5722.544237537932	44.420627727143106	4.742618055727809	42.053984591621735	23.872127716757714	0.039145872753416244	9.498518873690266	0.3358488138353982	0.32886956364025477	0.08953325728419842	0.2457483652401487	0.34861455424371535	11.297669888303853	0.38040061894613	0.30563946360810407	0.08308441212416427	0.23087550532160162	0.40279905414859474	0.0136412471699792	0.18377604637315606	0.012626282763694678	0.20766988088271887	0.13362951543076484	-2897.101715560663	-2825.4425219772693	-44.95414768276886
163600	-5778.811125557393	-55.82822337557063	-5722.982902181822	42.78564125119932	4.7707910295398435	42.303801421201875	24.074012458854934	0.05449810374543005	9.498518873690266	0.3358488138353982	0.32886956364025477	0.08953325728419842	0.2457483652401487	0.34861455424371535	11.297669888303853	0.38040061894613	0.30563946360810407	0.08308441212416427	0.23087550532160162	0.40279905414859474	0.014851572977403997	0.23093293018864755	0.014082042245698702	0.1868233007534294	-0.27756677977975114	-2895.0777661343136	-2827.9051360475087	-44.63935137119902
163800	-5781.254174367536	-52.898183766465436	-5728.3559906010705	41.11925739881661	5.572194775118771	39.21511236693245	23.883044201639915	0.05126935054553336	9.498518873690266	0.3358488138353982	0.32886956364025477	0.08953325728419842	0.2457483652401487	0.34861455424371535	11.297669888303853	0.38040061894613	0.30563946360810407	0.08308441212416427	0.23087550532160162	0.40279905414859474	0.014078394089829638	0.2198299717308472	0.012438443404104212	0.150084270470457	0.07661300339982074	-2900.091970076277	-2828.2640205247935	-44.38209377330672
164000	-5781.671869821084	-53.4745676103277	-5728.197302210757	41.91248502946659	5.704440551918571	41.4861265434149	24.598786685406445	0.03758220716637534	9.498518873690266	0.3358488138353982	0.32886956364025477	0.08953325728419842	0.2457483652401487	0.34861455424371535	11.297669888303853	0.38040061894613	0.30563946360810407	0.08308441212416427	0.23087550532160162	0.40279905414859474	0.014134048713353482	0.08919693655981879	0.013860893819702904	0.07188149024368734	-0.20405064567810527	-2898.3729859050122	-2829.8243163057446	-44.85196689715305
164200	-5783.159934983308	-57.80932819524714	-5725.350606788061	39.87142818812165	4.557509170822666	38.547662096580765	23.400873418804974	0.031073400551261766	9.498518873690266	0.3358488138353982	0.32886956364025477	0.08953325728419842	0.2457483652401487	0.34861455424371535	11.297669888303853	0.38040061894613	0.30563946360810407	0.08308441212416427	0.23087550532160162	0.40279905414859474	0.014857584290914938	0.19144716544737328	0.014206942483582096	0.13674457239113683	0.31512814015918905	-2898.251334020013	-2827.0992727680473	-44.892313654239985
164400	-5782.3014564118475	-55.82999128875949	-5726.471465123088	41.713408484261315	4.846810051226385	41.088006653613306	24.48194700228746	0.0664523745600395	9.498518873690266	0.3358488138353982	0.32886956364025477	0.08953325728419842	0.2457483652401487	0.34861455424371535	9.509630522917016	0.38040061894613	0.30008971978283755	0.08308441212416427	0.23642524914686816	0.40279905414859474	0.014272939455130371	0.15044394564960442	0.013264387634682908	0.1071309333161345	0.05391570517284856	-2897.844642140615	-2828.6268229824727	-45.11108918611671
164600	-5788.959949300811	-56.73467975175538	-5732.225269549055	41.884526807180734	4.846810051226385	40.965660065457755	23.2319366353238	0.0627714321544739	9.498518873690266	0.3358488138353982	0.32886956364025477	0.08953325728419842	0.2457483652401487	0.34861455424371535	9.509630522917016	0.38040061894613	0.30008971978283755	0.08308441212416427	0.23642524914686816	0.40279905414859474	0.014299583017369383	0.18451618532111935	0.013315341498893055	0.15590330787584664	-0.013553311387047727	-2899.9211013561703	-2832.3041681928853	-45.198264091810344
164800	-5784.673541490215	-59.961929476057264	-5724.711612014158	42.857673671873975	4.03832159758545	41.76641121492213	23.970662211567742	0.0627714321544739	9.498518873690266	0.3358488138353982	0.32886956364025477	0.08953325728419842	0.2457483652401487	0.34861455424371535	9.509630522917016	0.38040061894613	0.30008971978283755	0.08308441212416427	0.23642524914686816	0.4074452070656184	0.012746910307587912	0.05421241193855924	0.012510456182395518	0.04099581235990229	0.00505101166785542	-2899.218865208833	-2825.492746805325	-44.95787619582075
165000	-5790.368251071447	-55.19124384776049	-5735.177007223687	44.70300269600203	5.475711580870399	41.402638223309424	24.718230805501463	0.07068910678123846	9.498518873690266	0.3358488138353982	0.32886956364025477	0.08953325728419842	0.2457483652401487	0.34861455424371535	9.509630522917016	0.38040061894613	0.30008971978283755	0.08308441212416427	0.23642524914686816	0.4074452070656184	0.011883459516284	0.09811951773051983	0.011721661829421097	0.08824603693259528	-0.12771675024601464	-2902.29608590477	-2832.8809213189174	-46.17208729799829
165200	-5783.533651632025	-57.205833238077076	-5726.327818393947	44.51689911111993	4.675307961798702	44.218225005077855	24.861753896177632	0.043167870552410885	8.294560271845787	0.3358488138353982	0.32886956364025477	0.08953325728419842	0.2457483652401487	0.3887939196134691	9.509630522917016	0.38040061894613	0.30008971978283755	0.08308441212416427	0.23642524914686816	0.4074452070656184	0.011871621364142914	0.1177370207386627	0.011418865117663168	0.09908210876862375	-0.008829338651387153	-2898.6725431581276	-2827.6552752358198	-44.95261917615425
165400	-5781.44351632089	-52.424446127764284	-5729.019070193126	42.76381436537405	5.64856789698256	42.47690210774699	24.006936043197463	0.04577853438854634	8.294560271845787	0.3358488138353982	0.32886956364025477	0.08953325728419842	0.2457483652401487	0.3887939196134691	9.509630522917016	0.38040061894613	0.30008971978283755	0.08308441212416427	0.23642524914686816	0.4074452070656184	0.011667628371724376	0.1144226135600544	0.011549832157725034	0.11222957830345387	-0.15384682192961557	-2898.925022991928	-2830.0940472011976	-44.928927571226765
165600	-5785.356174250499	-53.313674612939664	-5732.04249963756	43.053976527305	5.316433433726607	42.394523160503134	24.52248789348393	0.04577853438854634	8.294560271845787	0.3358488138353982	0.32886956364025477	0.08953325728419842	0.2457483652401487	0.3887939196134691	9.509630522917016	0.38040061894613	0.30008971978283755	0.08308441212416427	0.23642524914686816	0.4074452070656184	0.011486531137738976	0.03106274771164391	0.011469406943656774	0.03516772209245742	-0.17743290784097437	-2900.1835035111208	-2831.858996126439	-44.83482721867223
165800	-5787.111061209338	-54.32637376718259	-5732.784687442156	41.30074506325279	5.0379623401761355	39.95393164520341	23.42777033361317	0.03745448600094174	8.294560271845787	0.3358488138353982	0.32886956364025477	0.08953325728419842	0.2457483652401487	0.3887939196134691	9.509630522917016	0.38040061894613	0.30008971978283755	0.08308441212416427	0.23642524914686816	0.4074452070656184	0.012103679349845662	0.029697117227894705	0.012248935425284477	0.02763166958245121	-0.15419135740489417	-2903.0755348186103	-2829.7091526235454	-44.82621046306942
166000	-5785.396781675908	-55.91105158494358	-5729.485730090964	41.226540896083705	4.643244422937218	40.390337466858576	23.82506483387471	0.06803732843193407	8.294560271845787	0.3358488138353982	0.32886956364025477	0.08953325728419842	0.2457483652401487	0.3887939196134691	9.509630522917016	0.38040061894613	0.30008971978283755	0.08308441212416427	0.23642524914686816	0.4074452070656184	0.012225882953057283	0.020224074144782063	0.012284411591886885	0.014573220542353991	-0.5487202161409601	-2900.247500482038	-2829.2382296089268	-45.20245789362838
166200	-5787.88124942021	-57.586347273345254	-5730.294902146865	44.53131332833315	4.803666413373906	42.510360969319926	24.778198879340483	0.024993795935250803	8.294560271845787	0.3358488138353982	0.32886956364025477	0.08953325728419842	0.2457483652401487	0.3887939196134691	9.509630522917016	0.38040061894613	0.30008971978283755	0.08308441212416427	0.23642524914686816	0.4074452070656184	0.012127043770396523	0.025587945746996483	0.012233865246160203	0.02531622186547902	-0.3260115645051273	-2902.7903303412486	-2827.5045718056167	-46.53082289110703
166400	-5786.370882090353	-55.869233477947304	-5730.501648612406	44.72262962794994	4.797011936912307	42.33467331621995	23.278074085167475	0.058420375932494516	8.294560271845787	0.3358488138353982	0.32886956364025477	0.08953325728419842	0.2457483652401487	0.3887939196134691	9.509630522917016	0.38040061894613	0.30008971978283755	0.08308441212416427	0.23642524914686816	0.4074452070656184	0.012587614250336821	0.022741022433799784	0.012503527688827041	0.02040736059959163	-0.11912437859630699	-2902.373974075898	-2828.1276745365076	-44.95915034536503
166600	-5784.892788582534	-56.016405626747215	-5728.8763829557865	44.994478714132846	4.732600167755052	43.52788097547252	23.311567173806306	0.04188003628018331	8.294560271845787	0.3358488138353982	0.32886956364025477	0.08953325728419842	0.2457483652401487	0.3887939196134691	9.509630522917016	0.38040061894613	0.30008971978283755	0.08308441212416427	0.23642524914686816	0.4074452070656184	0.01225411012349121	0.0375115931936155	0.012355633625470206	0.03451787693312774	0.044879578000760395	-2898.9417458142243	-2829.9346371415622	-44.83824121285089
166800	-5790.366154130366	-52.779983780864974	-5737.586170349501	42.077865338094334	5.111969384984584	38.967836310581156	24.01077048266776	0.042309415321964916	8.294560271845787	0.3358488138353982	0.32886956364025477	0.08953325728419842	0.2457483652401487	0.3887939196134691	9.509630522917016	0.38040061894613	0.30008971978283755	0.08308441212416427	0.23642524914686816	0.4074452070656184	0.01404340711192651	0.0164350310253796	0.01383516945213786	0.016110033414175575	0.006589234368624486	-2904.581956844393	-2833.004213505108	-44.248104482381365
167000	-5786.165375019459	-58.30822503585205	-5727.857149983607	39.162108678427536	4.508862524334459	38.95614895048423	23.623988583842674	0.0232349962651169	8.294560271845787	0.3358488138353982	0.32886956364025477	0.08953325728419842	0.2457483652401487	0.3887939196134691	9.509630522917016	0.38040061894613	0.30008971978283755	0.08308441212416427	0.23642524914686816	0.4074452070656184	0.01404340711192651	0.062137385046198035	0.013422061130997566	0.05909707106248283	-0.10076611817412337	-2903.050433583474	-2824.8067164001327	-46.48691631547941
167200	-5781.428484592193	-53.9513024020866	-5727.477182190107	39.522489172307736	4.919046234950157	39.3146341463077	23.723266359941384	0.055422444643021866	10.920219204430945	0.3358488138353982	0.32886956364025477	0.08953325728419842	0.2457483652401487	0.3887939196134691	9.509630522917016	0.38040061894613	0.30008971978283755	0.08308441212416427	0.23642524914686816	0.4074452070656184	0.013915354195808494	0.0377463521095974	0.01367322592891018	0.03662151768479718	0.434377349260792	-2900.0470354274335	-2827.430146762673	-43.947256718818004
167400	-5788.1148339771535	-56.282659994683684	-5731.83217398247	40.54960122208335	4.51897149371804	38.262276933972025	24.29714769667186	0.06327629443833815	10.920219204430945	0.3358488138353982	0.32886956364025477	0.09675401329678232	0.2385276092275648	0.3887939196134691	9.509630522917016	0.38040061894613	0.30008971978283755	0.08308441212416427	0.23642524914686816	0.4074452070656184	0.015399324228567135	0.016691184980827917	0.015297091190131099	0.019297823866226974	0.012399850836354373	-2902.6865690046293	-2829.1456049778403	-44.268380532118115
167600	-5784.911247316988	-56.15022168553185	-5728.7610256314565	39.214461217552504	4.54809380093683	38.9593987331021	24.453729565078515	0.042725711221881735	10.920219204430945	0.3358488138353982	0.32886956364025477	0.09675401329678232	0.2385276092275648	0.3887939196134691	9.509630522917016	0.38040061894613	0.30008971978283755	0.08308441212416427	0.23642524914686816	0.4074452070656184	0.014126036736245106	0.020648527839784547	0.01411191281990021	0.022600164727630913	-0.08171533308361906	-2900.5870821783597	-2828.1739434530973	-44.05975031629494
167800	-5792.007164411704	-53.11524670435679	-5738.891917707348	39.193220027143994	5.414541913324344	39.026007994456265	23.40712766316184	0.042725711221881735	10.920219204430945	0.3358488138353982	0.32886956364025477	0.09675401329678232	0.2385276092275648	0.3887939196134691	9.509630522917016	0.38040061894613	0.30008971978283755	0.08308441212416427	0.23642524914686816	0.4074452070656184	0.013196280723604558	0.03497547240581431	0.013223212749447294	0.03157474486617567	0.03720520657718131	-2905.1227029195493	-2833.7692147877983	-44.22108120154687
168000	-5790.828909217597	-53.15179666276651	-5737.677112554831	40.981988887401435	5.252322619598221	40.29792882997932	24.195214681914045	0.043232259196868225	10.920219204430945	0.3358488138353982	0.32886956364025477	0.09675401329678232	0.2385276092275648	0.3887939196134691	9.509630522917016	0.38040061894613	0.30008971978283755	0.08308441212416427	0.23642524914686816	0.4391275851205325	0.014633029403848962	0.018160563157222434	0.014526819857544278	0.017376303167530898	-0.17104436124407082	-2905.667714306485	-2832.009398248346	-44.502332971387546
168200	-5788.3644683323355	-54.33854682172335	-5734.0259215106125	39.333788421865584	5.102536950453518	39.17438681118904	24.237972606874944	0.03133642689879753	10.920219204430945	0.33742293473871143	0.32729544273694156	0.09675401329678232	0.2385276092275648	0.3887939196134691	9.509630522917016	0.38040061894613	0.30008971978283755	0.08308441212416427	0.23642524914686816	0.4391275851205325	0.013494712222673611	0.01814402616161961	0.013485812212615649	0.0164152112157821	-0.04154388261328268	-2901.9490272315643	-2832.0768942790482	-45.15925144188147
168400	-5788.59131266805	-53.23015654918323	-5735.361156118866	39.91477737772451	5.2652629999247536	39.75302128813645	24.226481812398102	0.0572199211323338	9.60595293872	0.33742293473871143	0.32729544273694156	0.09675401329678232	0.2385276092275648	0.3887939196134691	9.509630522917016	0.38040061894613	0.30008971978283755	0.08308441212416427	0.23642524914686816	0.4391275851205325	0.010193932318845272	0.055599570443451915	0.010427741503219243	0.04558667807253986	-0.23442574241479716	-2904.483293991445	-2830.877862127422	-44.71746909111323
168600	-5783.49856199911	-53.23835169369126	-5730.260210305419	39.90962237235639	5.298344582608855	39.90397874785236	24.2233529550676	0.0572199211323338	9.755150693796832	0.33742293473871143	0.32729544273694156	0.09675401329678232	0.2385276092275648	0.3887939196134691	9.509630522917016	0.38040061894613	0.30008971978283755	0.08308441212416427	0.23642524914686816	0.4391275851205325	0.011155569481870716	0.06794520412246997	0.01152245011987391	0.07097802747732443	0.15208551607383441	-2898.5723192557084	-2831.6878910497103	-44.75853803039796
168800	-5787.489157007347	-53.96298372882488	-5733.526173278522	40.891248880965435	5.428663918770663	38.96160574304948	24.819156272028017	0.054108121428171646	9.755150693796832	0.33742293473871143	0.32729544273694156	0.09675401329678232	0.2385276092275648	0.3887939196134691	9.509630522917016	0.38040061894613	0.2885685680360168	0.094605563870985	0.23642524914686816	0.4391275851205325	0.01136285031902185	0.02398966394855831	0.01134101496196116	0.018694016514351423	-0.02024283529986325	-2902.829038320009	-2830.6971349585133	-44.70456658920219
169000	-5789.348386329359	-54.415372884479794	-5734.933013444879	37.60825830705227	4.83977854039079	37.145922347147035	23.71559361735155	0.054108121428171646	9.755150693796832	0.33742293473871143	0.32729544273694156	0.09675401329678232	0.2385276092275648	0.3887939196134691	10.73712628704458	0.38040061894613	0.2885685680360168	0.094605563870985	0.23642524914686816	0.4391275851205325	0.011891600198323901	0.026611697339720058	0.011965257367909252	0.020493286630108066	-0.28057696701673257	-2904.0037252288525	-2830.9292882160266	-44.06655196733703
169200	-5783.086816030226	-55.46965704368093	-5727.617158986545	42.70497566942789	4.836828861697614	40.50377914577298	23.71559361735155	0.05331197992700764	9.755150693796832	0.33742293473871143	0.32729544273694156	0.09675401329678232	0.2385276092275648	0.3887939196134691	10.73712628704458	0.38040061894613	0.2885685680360168	0.094605563870985	0.23642524914686816	0.40802256422537847	0.011891600198323901	0.15579369748229238	0.012203764137396737	0.15677687506882337	0.057621912506443884	-2900.0441735715262	-2827.572985415019	-44.71958360282657
169400	-5781.522737374085	-55.27382977453383	-5726.248907599552	42.70497566942789	4.836828861697614	42.057830313645965	23.71559361735155	0.050772193387701024	9.755150693796832	0.33742293473871143	0.32729544273694156	0.09675401329678232	0.2385276092275648	0.3887939196134691	10.73712628704458	0.38040061894613	0.2885685680360168	0.08478043362170036	0.2462503793961528	0.40802256422537847	0.011891600198323901	0.17667916010448773	0.012981923789855028	0.17309297773188823	-0.42161655981369583	-2898.0858028852153	-2828.1631047143364	-44.461099945812876
169600	-5779.006799428405	-54.090923430878334	-5724.915875997527	42.70497566942789	5.29915826651128	42.688780659825134	23.71559361735155	0.03448580377431645	9.755150693796832	0.33742293473871143	0.32729544273694156	0.09675401329678232	0.2385276092275648	0.3887939196134691	10.73712628704458	0.38040061894613	0.2885685680360168	0.08478043362170036	0.2462503793961528	0.40802256422537847	0.01307713200750735	0.11222550369154492	0.013193530939912997	0.10824646857636043	0.19797378664146248	-2896.2544419282417	-2828.6614340692854	-45.195130494556594
169800	-5775.192704371335	-54.73092837239204	-5720.461775998943	46.87014032968401	5.752280407609891	46.552081629182155	24.615597573308527	0.03448580377431645	9.755150693796832	0.33742293473871143	0.32729544273694156	0.09675401329678232	0.2385276092275648	0.3887939196134691	10.73712628704458	0.38040061894613	0.2885685680360168	0.08478043362170036	0.2462503793961528	0.40802256422537847	0.011886006475818113	0.24262323884844195	0.012264843173039292	0.21807807408192925	0.009885023001067276	-2895.3394913223115	-2825.1222846766314	-45.707423744946375
170000	-5779.941928783261	-53.337114461905045	-5726.604814321356	44.19475910025602	5.580183489511852	44.07251610095662	23.879147299795502	0.0574896408794661	9.755150693796832	0.33742293473871143	0.32729544273694156	0.09675401329678232	0.2385276092275648	0.3887939196134691	10.73712628704458	0.38040061894613	0.2885685680360168	0.08478043362170036	0.2462503793961528	0.40802256422537847	0.01225257956195879	0.1301894390162849	0.012604281282818259	0.1180863927409482	0.022445936456121172	-2900.183905820594	-2826.420908500761	-45.14985941614006
170200	-5776.223640247948	-55.018869748316035	-5721.204770499632	44.98260425780123	5.527684814314994	42.74324391248897	24.819806345068695	0.0574896408794661	9.755150693796832	0.33742293473871143	0.32729544273694156	0.09675401329678232	0.2385276092275648	0.3887939196134691	10.73712628704458	0.38040061894613	0.2885685680360168	0.08478043362170036	0.2462503793961528	0.40802256422537847	0.01225257956195879	0.18021549567033243	0.012302145045518067	0.15654001408428708	0.019934614271944675	-2897.214863912481	-2823.989906587151	-45.27291093175213
170400	-5778.348095347755	-54.43646854281609	-5723.911626804938	42.410515025032566	4.976861968157094	41.180123583075655	24.27925779960845	0.0574896408794661	9.755150693796832	0.33742293473871143	0.32729544273694156	0.09675401329678232	0.2385276092275648	0.3887939196134691	10.73712628704458	0.38040061894613	0.2885685680360168	0.08478043362170036	0.2462503793961528	0.40802256422537847	0.014417451416170466	0.1549429602524737	0.01381543304464287	0.129174562300368	-0.35990044955489636	-2898.3303105100667	-2825.581316294872	-44.3070627869018
170600	-5781.380482658074	-55.60546972183441	-5725.775012936239	42.376655703085596	4.978532296344796	41.71458040736657	24.775199779025982	0.0542620743164614	9.755150693796832	0.33742293473871143	0.32729544273694156	0.09675401329678232	0.2385276092275648	0.3887939196134691	10.73712628704458	0.38040061894613	0.2885685680360168	0.08478043362170036	0.2462503793961528	0.40802256422537847	0.014428971087108522	0.2660242977731712	0.013794903792550743	0.20428852899449237	0.06695195974186235	-2903.2831843637227	-2822.491828572516	-44.10375072102396
170800	-5786.538193359413	-56.532714135797505	-5730.005479223615	42.376655703085596	5.044306001842031	41.895356045449844	24.892754703136042	0.02969273192300719	9.755150693796832	0.33742293473871143	0.32729544273694156	0.09675401329678232	0.2385276092275648	0.34962318496769745	10.73712628704458	0.38040061894613	0.2885685680360168	0.08478043362170036	0.2462503793961528	0.40802256422537847	0.013095409771953382	0.07046036731137192	0.01276885238435786	0.06330312794711622	0.05158157141811155	-2899.228915768501	-2830.7765634551147	-45.48562490422422
171000	-5780.925515042766	-53.48505064937733	-5727.4404643933885	42.13692383535479	5.152523495014022	41.67143434532293	24.09682812644664	0.04605972567914898	9.755150693796832	0.33742293473871143	0.32729544273694156	0.09675401329678232	0.2385276092275648	0.34962318496769745	10.73712628704458	0.38040061894613	0.2885685680360168	0.08478043362170036	0.2462503793961528	0.40802256422537847	0.013151194805508602	0.06317187351183677	0.012897952121538648	0.05595370263696921	0.17838651907092762	-2898.975279032241	-2828.465185361147	-44.42536663022719
171200	-5779.833981980455	-54.68014988681912	-5725.153832093636	42.523921651171165	4.911542342846039	41.57174922312136	24.09682812644664	0.040808408133589456	9.755150693796832	0.33742293473871143	0.32729544273694156	0.09675401329678232	0.2385276092275648	0.34962318496769745	10.73712628704458	0.38040061894613	0.2885685680360168	0.08478043362170036	0.2462503793961528	0.40802256422537847	0.012535569104545454	0.06650858875134363	0.012202205995789374	0.07072282438184012	0.2589248746237071	-2898.769968319639	-2826.3838637739973	-44.67740843212278
171400	-5781.406959843404	-55.05207788754238	-5726.354881955862	43.33771924267728	5.050148346242193	42.79247736354345	24.46190267515182	0.033765190733833196	9.755150693796832	0.33742293473871143	0.32729544273694156	0.09675401329678232	0.2385276092275648	0.34962318496769745	10.73712628704458	0.38040061894613	0.2885685680360168	0.08478043362170036	0.2462503793961528	0.40802256422537847	0.012639074075791847	0.017207966290206142	0.012661203783157457	0.01625775391173835	-0.03995986253423523	-2898.9561834511906	-2827.3986985046713	-45.35432532428827
171600	-5783.560306299229	-54.57314377647871	-5728.98716252275	41.306960639596596	5.131633767302244	40.92114128268917	24.068303787670803	0.0716549842977808	9.755150693796832	0.33742293473871143	0.32729544273694156	0.09675401329678232	0.2385276092275648	0.34962318496769745	10.73712628704458	0.38040061894613	0.2885685680360168	0.08478043362170036	0.2462503793961528	0.40802256422537847	0.012438377705088743	0.011169513189303391	0.01251929564576423	0.011184479006854094	-0.28686095446248616	-2901.0241038918175	-2827.963058630932	-45.60720042044525
171800	-5788.066913737065	-54.64735494534108	-5733.419558791724	37.45261896097644	4.871468253626334	35.820113376526194	23.37948934768423	0.07198654143137062	9.755150693796832	0.33742293473871143	0.32729544273694156	0.09675401329678232	0.2385276092275648	0.34962318496769745	10.73712628704458	0.38040061894613	0.2885685680360168	0.08478043362170036	0.2462503793961528	0.40802256422537847	0.013868510218375001	0.006234979211106245	0.01387321480066964	0.006306776424103558	0.015485146216670517	-2903.2673409268486	-2830.1522178648747	-43.89643108982089
172000	-5785.914269349237	-57.66116278310337	-5728.253106566133	37.75674922965844	4.272304221363761	36.72057359457956	23.509981892473906	0.07198654143137062	9.755150693796832	0.33742293473871143	0.32729544273694156	0.09675401329678232	0.2385276092275648	0.3467280816609363	10.73712628704458	0.38040061894613	0.2885685680360168	0.08478043362170036	0.2462503793961528	0.40802256422537847	0.013676565081608836	0.010347708212797591	0.013703658979921244	0.01024012190392973	0.18364767795820225	-2902.107008180264	-2826.1460983858697	-43.765034586557306
172200	-5786.4922637622085	-57.16561536836412	-5729.326648393844	37.75674922965844	4.269377509458254	37.00074316097362	23.883630559348617	0.041447818878957626	9.755150693796832	0.33742293473871143	0.32729544273694156	0.09675401329678232	0.2385276092275648	0.3467280816609363	10.73712628704458	0.38040061894613	0.2885685680360168	0.08478043362170036	0.2462503793961528	0.40802256422537847	0.014574422358812027	0.02564875102237084	0.014346510696714318	0.025878692011927457	0.1953935451880598	-2902.8191026424324	-2826.5075457514117	-43.65649283885834
172400	-5785.878539414583	-55.00516261755172	-5730.873376797032	37.39106416183493	5.018982706370178	37.06509109234073	23.501557982841195	0.08773313474415212	9.755150693796832	0.33742293473871143	0.32729544273694156	0.09675401329678232	0.2385276092275648	0.3467280816609363	10.73712628704458	0.38040061894613	0.2885685680360168	0.08478043362170036	0.2462503793961528	0.40802256422537847	0.012862747767918835	0.013724206820397775	0.012798693135532259	0.014630457111397084	-0.16907552900701164	-2903.8551397866645	-2827.018237010367	-45.12732707388448
172600	-5786.879121322563	-58.40902078188462	-5728.470100540679	42.0435439225865	5.14248873292155	39.950150723712675	25.104929978946778	0.08773313474415212	9.755150693796832	0.33742293473871143	0.32729544273694156	0.09675401329678232	0.2385276092275648	0.3467280816609363	10.73712628704458	0.38040061894613	0.2885685680360168	0.08478043362170036	0.2462503793961528	0.40802256422537847	0.013406686719912153	0.010773056091792702	0.01338974644162877	0.00942852199086525	-0.1646309423345895	-2900.756273523503	-2827.713827017176	-47.049325777059806
172800	-5784.941929589659	-53.71970684466985	-5731.222222744989	41.09240222368262	5.431438129185905	39.25713715618321	24.75910962351761	0.05883829381460375	9.755150693796832	0.33742293473871143	0.32729544273694156	0.09675401329678232	0.2385276092275648	0.3467280816609363	10.73712628704458	0.38040061894613	0.2885685680360168	0.08478043362170036	0.2462503793961528	0.40802256422537847	0.012960710846486555	0.01364949605686937	0.012900133192531034	0.0117825418431528	0.07058312027783896	-2901.0830823236124	-2830.1391404213764	-44.4647541401121
173000	-5783.771336337289	-53.157553648291824	-5730.613782688997	40.54350396028332	5.771299156372187	39.25713715618321	24.75910962351761	0.05883829381460375	9.755150693796832	0.33742293473871143	0.32729544273694156	0.09675401329678232	0.2385276092275648	0.3467280816609363	10.73712628704458	0.38040061894613	0.2885685680360168	0.08478043362170036	0.2462503793961528	0.40802256422537847	0.01331202094455387	0.009449333448972341	0.013324306512157678	0.008388243108307129	0.13184996901361298	-2902.8910501342557	-2827.722732554742	-44.457118481692866
173200	-5781.656381122691	-53.079675710927354	-5728.576705411763	37.95351312937003	5.1118086228768265	37.80331280078924	23.842196185705458	0.044714578823776364	9.755150693796832	0.33963882774239224	0.32507954973326075	0.09675401329678232	0.2385276092275648	0.3467280816609363	10.73712628704458	0.38040061894613	0.2885685680360168	0.08478043362170036	0.2462503793961528	0.40802256422537847	0.013831733861380542	0.059632674043260656	0.01396922123388502	0.060759190642190555	0.07583506184394262	-2900.4327740319623	-2828.143931379801	-43.85822158292804
